0.0 0.0,0.0 10.0,10.0 0.0,10.0 10.0,other
0.25,0.25,0.25,0.25,0.0
0.200309500883,0.399690400043,0.200000000441,0.200000098633,0.0
0.143118765593,0.571101434747,0.142889853226,0.142889946434,0.0
0.0910946807738,0.727007514494,0.0909488706734,0.0909489340585,0.0
0.0527471276425,0.841927442185,0.0526626963703,0.0526627338026,0.0
0.0286369195547,0.914180898096,0.0285910809297,0.0285911014195,0.0
0.0149604040307,0.955166670893,0.0149364571607,0.0149364679157,0.0
0.00765172825235,0.977069305715,0.00763948025641,0.0076394857764,0.0
0.00387023775028,0.988401674002,0.00386404272364,0.00386404552386,0.0
0.00194640640533,0.994167010535,0.00194329082403,0.00194329223611,0.0
0.000976049847948,0.997074974441,0.00097448750063,0.000974488210552,0.0
0.00048873971256,0.998535345142,0.000487957394707,0.00048795775108,0.0
0.000244548946433,0.999267135873,0.000244157500819,0.000244157679578,0.0
0.000122319295054,0.999633433614,0.000122123500491,0.000122123590123,0.0
6.11708591798e-05,0.999816683208,6.10729439469e-05,6.10729888807e-05,0.0
3.05882332895e-05,0.999908333202,3.05392711827e-05,3.05392937064e-05,0.0
1.52948176738e-05,0.9999541645,1.5270335497e-05,1.52703467867e-05,0.0
7.64758411014e-06,0.999977081725,7.63534274054e-06,7.6353483992e-06,0.0
3.82383587683e-06,0.999988540731,3.81771512157e-06,3.81771795776e-06,0.0
1.91192889502e-06,0.999994270333,1.90886849969e-06,1.90886992121e-06,0.0
9.5596718717e-07,0.999997135158,9.54436985042e-07,9.54437697513e-07,0.0
4.77984278747e-07,0.999998567577,4.77219176546e-07,4.77219533637e-07,0.0
2.38992310786e-07,0.999999283788,2.38609759392e-07,2.38609938364e-07,0.0
1.19496198307e-07,0.999999641894,1.19304922531e-07,1.19305012231e-07,0.0
5.97481099125e-08,0.999999820947,5.96524720025e-08,5.96525169591e-08,0.0
2.98740576612e-08,0.999999910473,2.98262386994e-08,2.98262612311e-08,0.0
1.49370295145e-08,0.999999955237,1.49131200312e-08,1.49131313238e-08,0.0
7.46851493201e-09,0.999999977618,7.45656018949e-09,7.4565658491e-09,0.0
3.7342575116e-09,0.999999988809,3.72828013996e-09,3.72828297643e-09,0.0
1.86712876815e-09,0.999999994405,1.86414008215e-09,1.86414150373e-09,0.0
9.33564387638e-10,0.999999997202,9.32070044557e-10,9.32070757013e-10,0.0
4.66782194948e-10,0.999999998601,4.66035023367e-10,4.66035380429e-10,0.0
2.33391097875e-10,0.999999999301,2.33017512065e-10,2.33017691013e-10,0.0
1.16695549097e-10,0.99999999965,1.16508756182e-10,1.16508845865e-10,0.0
5.83477746183e-11,0.999999999825,5.82543781558e-11,5.82544231013e-11,0.0
