0.0 0.0,0.0 10.0,10.0 0.0,10.0 10.0,other
0.25,0.25,0.25,0.25,0.0
0.201284896923,0.200000011777,0.398713879634,0.200001211666,0.0
0.146745213852,0.14333737633,0.566578776569,0.143338633249,0.0
0.099882323819,0.0927791098684,0.714558540911,0.0927800254018,0.0
0.0690282004893,0.0567532717089,0.817464671846,0.0567538559558,0.0
0.0518920700763,0.034562852015,0.878981863876,0.0345632140323,0.0
0.0425863572012,0.0214418061224,0.914529804133,0.0214420325431,0.0
0.0372427953787,0.0135626466473,0.935631767494,0.0135627904799,0.0
0.0339527560639,0.00870522839088,0.948636694612,0.00870532093302,0.0
0.0317904803121,0.00564403119671,0.95692139721,0.00564409128095,0.0
0.030281250014,0.00368404665207,0.96235061743,0.00368408590374,0.0
0.0291660283317,0.00241546582656,0.966003014267,0.00241549157465,0.0
0.028295993462,0.00158839655989,0.968527196482,0.00158841349628,0.0
0.0275822661217,0.0010465587542,0.970324605209,0.00104656991472,0.0
0.0269702664843,0.000690441630003,0.971648842892,0.000690448993235,0.0
0.0264258145494,0.000455888554458,0.97266240348,0.000455893416257,0.0
0.0259272099879,0.000301184739003,0.973470417322,0.000301187950831,0.0
0.0254605407341,0.000199052020973,0.974141353101,0.000199054143518,0.0
0.0250168228649,0.000131584442539,0.974720006847,0.000131585845544,0.0
0.0245902204544,8.6998230735e-05,0.975235782157,8.69991582604e-05,0.0
0.0241769214161,5.75254652439e-05,0.97570802704,5.75260784883e-05,0.0
0.023774420478,3.80397610133e-05,0.976149499594,3.80401664917e-05,0.0
0.0233810587272,2.51554920179e-05,0.976568630021,2.51557601312e-05,0.0
0.0229957265656,1.6635593427e-05,0.97697100207,1.6635770715e-05,0.0
0.0226176714973,1.10014426447e-05,0.9773603255,1.10015598766e-05,0.0
0.0222463734975,7.27551633861e-06,0.977739075392,7.27559385888e-06,0.0
0.0218814640928,4.81148192905e-06,0.978108912892,4.8115331899e-06,0.0
0.0215226737743,3.18195078479e-06,0.97847096229,3.18198468139e-06,0.0
0.0211697978027,2.10429573504e-06,0.978825993583,2.10431814936e-06,0.0
0.0208226739638,1.39161232716e-06,0.979174542797,1.3916271487e-06,0.0
0.0204811680931,9.20296119955e-07,0.979516991305,9.20305920709e-07,0.0
0.0201451646534,6.08603624082e-07,0.979853618133,6.08610104806e-07,0.0
0.0198145606011,4.024750573e-07,0.980184634445,4.02479342641e-07,0.0
0.0194892613899,2.66158801791e-07,0.98051020629,2.66161635434e-07,0.0
0.0191691783684,1.76011112859e-07,0.980830469607,1.7601298657e-07,0.0
0.0188542270823,1.1639564548e-07,0.981145540125,1.16396884442e-07,0.0
0.0185443261664,7.69716462807e-08,0.98145551989,7.69724655201e-08,0.0
0.0182393966208,5.09005220197e-08,0.981760501578,5.0901063723e-08,0.0
