0.0 0.0 0.0 0.0,0.0 0.0 0.0 10.0,0.0 0.0 10.0 0.0,0.0 0.0 10.0 10.0,0.0 10.0 0.0 0.0,0.0 10.0 0.0 10.0,0.0 10.0 10.0 0.0,0.0 10.0 10.0 10.0,10.0 0.0 0.0 0.0,10.0 0.0 0.0 10.0,10.0 0.0 10.0 0.0,10.0 0.0 10.0 10.0,10.0 10.0 0.0 0.0,10.0 10.0 0.0 10.0,10.0 10.0 10.0 0.0,10.0 10.0 10.0 10.0,other
0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0
0.0588412591236,0.10008040737,0.0588235389697,0.0588235420685,0.0588247428553,0.0763683443695,0.0588235310966,0.0588235343165,0.0588235301506,0.0588254869154,0.0588235294119,0.0588235294129,0.0588235302307,0.0588244348853,0.0588235294119,0.0588235294119,0.0
0.0538125797471,0.158293147978,0.0537854798992,0.0537854847036,0.0537872003955,0.0886776921619,0.0537854689297,0.0537854730748,0.0537854674483,0.0537880042477,0.0537854665957,0.0537854665969,0.0537854675446,0.0537866674859,0.0537854665957,0.0537854665958,0.0
0.0471504603566,0.24377537837,0.0471211447364,0.0471211498861,0.047122891133,0.0964940654815,0.0471211337988,0.0471211377349,0.0471211322571,0.0471235537961,0.0471211314855,0.0471211314865,0.0471211323451,0.0471222941611,0.0471211314855,0.0471211314855,0.0
0.0389146234759,0.358569048869,0.0388881498589,0.0388881544183,0.0388896552959,0.0969659590116,0.0388881405139,0.0388881438105,0.0388881391836,0.0388901719445,0.038888138545,0.0388881385458,0.0388881392565,0.0388891201804,0.038888138545,0.038888138545,0.0
0.029789423744,0.494179115306,0.0297684145982,0.0297684181568,0.0297695787963,0.089038669217,0.0297684073933,0.0297684099216,0.0297684063665,0.0297699662666,0.0297684058776,0.0297684058782,0.0297684064223,0.0297691603008,0.0297684058775,0.0297684058776,0.0
0.0210161378881,0.631258880487,0.0210011090292,0.0210011115509,0.0210019320121,0.0747081619767,0.02100110394,0.021001105724,0.0210011032146,0.0210022040254,0.0210011028697,0.0210011028702,0.021001103254,0.0210016354189,0.0210011028697,0.0210011028697,0.0
0.0137591864144,0.7494631987,0.0137492908049,0.0137492924575,0.0137498298317,0.0580352613905,0.0137492874723,0.0137492886403,0.0137492869973,0.0137500077195,0.0137492867715,0.0137492867718,0.0137492870231,0.013749635462,0.0137492867715,0.0137492867715,0.0
0.00850021141798,0.838441573456,0.00849408109806,0.00849408211934,0.00849441413693,0.0426341890143,0.00849407903912,0.00849407976068,0.00849407874568,0.00849452399913,0.00849407860618,0.00849407860636,0.00849407876161,0.00849429402609,0.00849407860617,0.00849407860618,0.0
0.00504854741849,0.899121593375,0.00504490039253,0.00504490099918,0.00504509820311,0.0302455768892,0.00504489916964,0.0050448995982,0.00504489899536,0.00504516344591,0.0050448989125,0.00504489891261,0.00504489900482,0.0050450268581,0.0050448989125,0.0050448989125,0.0
0.00292672408917,0.938005146609,0.00292460734076,0.00292460769246,0.00292472201719,0.0210478992488,0.00292460663183,0.00292460688027,0.00292460653079,0.00292475983705,0.00292460648276,0.00292460648282,0.00292460653627,0.0029246806551,0.00292460648275,0.00292460648276,0.0
0.00167314596872,0.962081790371,0.00167193469573,0.0016719348968,0.00167200025474,0.0145097213178,0.00167193429045,0.00167193443248,0.00167193423269,0.00167202187461,0.00167193420523,0.00167193420526,0.00167193423582,0.00167197660805,0.00167193420522,0.00167193420523,0.0
0.000949163696733,0.976757838085,0.000948475958225,0.000948476072294,0.000948513149789,0.00996270223872,0.000948475728309,0.00094847580888,0.000948475695541,0.00094852541417,0.000948475679963,0.000948475679984,0.00094847569732,0.000948499734815,0.000948475679962,0.000948475679963,0.0
0.000536243509074,0.98566544535,0.000535854648322,0.000535854712769,0.000535875660425,0.00683213940091,0.000535854518427,0.000535854563947,0.000535854499915,0.000535882589156,0.000535854491114,0.000535854491125,0.000535854500919,0.000535868081259,0.000535854491113,0.000535854491114,0.0
