-0.5 1.0,-0.5 1.5,-0.5 2.0,0.0 1.0,0.0 1.5,0.0 2.0,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.90625
0.0184580069229,0.0175193873057,0.0179480802654,0.0175133916949,0.0174385680424,0.0168791237683,0.894243442
0.0217778025344,0.0196303521416,0.0206071814918,0.0195911642316,0.0194258993926,0.0182011604372,0.880766439771
0.0256541754272,0.0219758803592,0.0236440555014,0.0218640420198,0.0215908682126,0.0195853031297,0.86568567535
0.030162024668,0.024573526918,0.0271034294675,0.0243339667519,0.0239335430948,0.0210231217562,0.848870387344
0.0353800362116,0.0274397901413,0.0310325245932,0.0269979708868,0.0264490960862,0.0225031910037,0.830197391077
0.041388662329,0.0305893320732,0.0354802952711,0.029846963165,0.029126628012,0.0240107565316,0.809557362618
0.0482672810504,0.0340340414997,0.0404963289002,0.0328644966611,0.0319479814725,0.0255274839256,0.78686238649
0.0560904566154,0.0377819552203,0.0461293581743,0.0360256292186,0.0348866534611,0.0270313485707,0.76205459874
0.0649233029061,0.0418360786907,0.0524253618499,0.0392960266059,0.0379069616908,0.028496734417,0.73511553384
0.0748160717611,0.0461931767994,0.059425267501,0.0426314912244,0.0409636530062,0.0298948111871,0.706075528521
0.0857982410217,0.0508426355063,0.0671623197852,0.0459781123121,0.0440021566293,0.0311942487326,0.675022286013
0.0978725472481,0.0557655204712,0.0756592377017,0.0492732158537,0.046959666805,0.0323623010783,0.642107510842
0.111009568084,0.060933973855,0.0849253491083,0.0524472350839,0.0497671784911,0.0333662506573,0.607550444721
0.125143571736,0.0663110888985,0.0949539517071,0.055426522979,0.0523524924338,0.0341751482796,0.571637223966
0.14017037336,0.0718513779989,0.105720194197,0.0581369937364,0.0546440597029,0.0347617237364,0.534715277268
0.155947833329,0.0775019007413,0.117179784034,0.0605083302535,0.0565753720436,0.0351042872062,0.497182492392
0.172299384139,0.0832040457062,0.129268794951,0.0624783594041,0.0580894578735,0.0351884069791,0.459471550947
0.189020599576,0.0888958726529,0.141904760179,0.063997111746,0.0591429550523,0.0350081475869,0.422030553207
0.205888380853,0.094514835306,0.154989100283,0.0650300769601,0.0597092346946,0.0345666914763,0.385301680427
0.222671921207,0.100000638492,0.168410767045,0.0655602533562,0.0597801585424,0.0338762440835,0.349700017273
0.239144321853,0.105297954064,0.182050819351,0.06558875692,0.0593662494052,0.0329572225205,0.315594675886
0.255093642144,0.110358737121,0.195787520796,0.0651339664758,0.0584952957358,0.0318368299687,0.283294007758
0.270332295101,0.115143944382,0.209501490652,0.0642293875016,0.0572096394845,0.0305471980837,0.253036044795
0.284704003866,0.119624544966,0.223080459333,0.0629205726294,0.0555625594489,0.0291233219749,0.224984537781
0.298087928346,0.123781808701,0.236423263145,0.0612615154858,0.0536142327669,0.0276010123406,0.199230239214
0.310399959037,0.127606938463,0.24944283293,0.0593109346815,0.0514277369622,0.026015054602,0.175796543324
0.321591487092,0.131100169698,0.262068058637,0.0571288044637,0.0490654682474,0.0243977094834,0.154648302379
0.331646166359,0.134269490147,0.27424452854,0.0547733936391,0.0465862307616,0.0227776277573,0.135702562796
0.340575286299,0.137129140297,0.285934240522,0.0522989681251,0.0440431241746,0.0211791942894,0.118840046292
0.348412389928,0.139698045375,0.297114460734,0.0497542113082,0.0414822429269,0.0196222692451,0.103916380484
0.355207715434,0.141998307267,0.307775957568,0.0471813309704,0.0389421108274,0.0181222606347,0.090772317298
0.361022931521,0.144053853135,0.317920860567,0.0446157588535,0.0364537158095,0.0166904437386,0.0792424363758
0.365926496198,0.145889301277,0.327560382254,0.0420863125782,0.034040982528,0.0153344389722,0.0691620861926
0.369989821769,0.147529069469,0.336712601112,0.0396156790186,0.0317215214707,0.0140587678901,0.0603725392711
0.373284298521,0.148996721433,0.345400447527,0.0372210884098,0.0295075145818,0.0128654230141,0.052724506514
0.375879131765,0.150314526537,0.353649975039,0.0349150717838,0.0274066295302,0.0117544062289,0.0460802591161
0.377839886499,0.151503196598,0.36148894757,0.0327062228499,0.0254228890415,0.0107242086467,0.0403146487944
0.379227607244,0.152581760534,0.368945735112,0.030599912942,0.0235574521339,0.00977221964424,0.0353153123895
0.380098378792,0.153567539893,0.376048486777,0.0285989305017,0.0218092877077,0.00889506334103,0.0309823129874
0.380503207032,0.154476193687,0.382824538721,0.0267040334409,0.02017573722,0.00808886735698,0.0272274225432
0.380488119472,0.15532180738,0.389300011976,0.0249144139156,0.0186529730984,0.0073494720791,0.0239732020789
0.380094406987,0.156117007121,0.395499558155,0.0232280816114,0.0172363646537,0.00667258984121,0.0211519916312
0.379358948337,0.156873085723,0.401446216565,0.0216421748743,0.015920765101,0.00605392323179,0.018704886167
0.378314575812,0.157600131201,0.407161352797,0.0201532100621,0.0147007331641,0.00548925083201,0.0165807461311
0.376990453478,0.158307151936,0.412664655072,0.0187572792355,0.0135707015474,0.00497448747942,0.014735271251
0.375412449406,0.159002194919,0.417974170166,0.0174502053778,0.0125251029202,0.00450572490969,0.0131301523018
0.373603490394,0.159692455131,0.423106365254,0.0162276631242,0.0115584623384,0.00407925748445,0.0117323062751
0.371583892652,0.160384375268,0.428076205684,0.0150852717336,0.0106654634092,0.00369159672612,0.0105131945261
0.369371665372,0.161083735678,0.432897241453,0.0140186658737,0.00984099409178,0.00333947756166,0.00944821996989
0.36698278625,0.161795734835,0.437581697313,0.0130235487634,0.00908017682708,0.00301985851701,0.00851619749477
0.364431449512,0.162525060944,0.442140563002,0.0120957313495,0.00837838670777,0.00272991758072,0.00769889090374
0.361730287783,0.163275955349,0.446583681258,0.0112311604689,0.00773126060295,0.0024670450456,0.00698060949191
0.358890569627,0.164052268496,0.450919832114,0.0104259383619,0.00713469951749,0.00222883431991,0.00634785756381
0.355922374791,0.164857509194,0.45515681257,0.00967633542031,0.00658486596209,0.00201307145388,0.00578903060928
