-10.0 -10.0,-10.0 0.0,-10.0 10.0,0.0 -10.0,0.0 0.0,0.0 10.0,10.0 -10.0,10.0 0.0,10.0 10.0,other
0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.0
0.105625,0.105625,0.105625000028,0.105661288669,0.105632557026,0.154956154175,0.105625,0.105625,0.105625000101,0.0
0.0990008076224,0.0990008076224,0.0990008077286,0.0990377274191,0.099008459645,0.207948966995,0.0990008076224,0.0990008076224,0.099000807723,0.0
0.0916412894517,0.0916412894517,0.0916412898396,0.0916724154141,0.0916477331687,0.266832114235,0.0916412894518,0.0916412894517,0.0916412895361,0.0
0.0841868484913,0.0841868484913,0.0841868500608,0.084211462835,0.0841919432263,0.326475501355,0.0841868484913,0.0841868484913,0.0841868485579,0.0
0.0773109619177,0.0773109619177,0.0773109684974,0.0773295215015,0.0773148033258,0.381489897037,0.0773109619177,0.0773109619177,0.0773109619679,0.0
0.0714951099809,0.0714951099809,0.0714951352328,0.0715085447657,0.0714978906619,0.428022879399,0.0714951099809,0.0714951099809,0.0714951100173,0.0
0.0669256830803,0.0669256830803,0.0669257637852,0.0669350910898,0.0669276303128,0.464583099385,0.0669256830803,0.0669256830803,0.0669256831058,0.0
0.0635392433245,0.0635392433245,0.063539450205,0.0635456670222,0.0635405728756,0.491678093257,0.0635392433245,0.0635392433245,0.0635392433419,0.0
0.0611366255019,0.0611366255019,0.0611370545783,0.0611409318781,0.0611375168182,0.510901369204,0.0611366255019,0.0611366255019,0.0611366255135,0.0
0.0594842673408,0.0594842673408,0.0594850107754,0.0594871175648,0.0594848572685,0.52412167768,0.0594842673408,0.0594842673408,0.0594842673485,0.0
0.0583720743668,0.0583720743668,0.058373191549,0.0583739444625,0.0583724614316,0.533020030718,0.0583720743668,0.0583720743668,0.0583720743719,0.0
0.0576342621098,0.0576342621098,0.0576357684778,0.0576354820027,0.0576345145982,0.538922924369,0.0576342621098,0.0576342621098,0.0576342621131,0.0
0.0571495142191,0.0571495142191,0.0571513876395,0.0571503069241,0.0571496782899,0.542801056049,0.0571495142191,0.0571495142191,0.0571495142212,0.0
0.0568330495113,0.0568330495113,0.0568352445643,0.0568335633292,0.0568331558592,0.545332788689,0.0568330495113,0.0568330495113,0.0568330495127,0.0
0.0566273038954,0.0566273038954,0.0566297657493,0.0566276363983,0.0566273727154,0.546978705659,0.0566273038954,0.0566273038954,0.0566273038963,0.0
0.0564939019093,0.0564939019093,0.056496576138,0.0564941168506,0.056493946397,0.548045851067,0.0564939019093,0.0564939019093,0.0564939019099,0.0
0.0564075577894,0.0564075577894,0.0564103958366,0.0564076966392,0.056407586528,0.548736532049,0.0564075577894,0.0564075577894,0.0564075577898,0.0
0.0563517351435,0.0563517351435,0.056354696517,0.056351824799,0.0563517537,0.549183049266,0.0563517351435,0.0563517351435,0.0563517351437,0.0
0.0563156715158,0.0563156715158,0.0563187239733,0.05631572939,0.0563156834944,0.549471505563,0.0563156715158,0.0563156715158,0.056315671516,0.0
0.0562923840344,0.0562923840344,0.056295502743,0.0562924213863,0.0562923917653,0.549657763933,0.0562923840344,0.0562923840344,0.0562923840345,0.0
0.0562773511374,0.0562773511374,0.0562805174416,0.0562773752414,0.0562773561263,0.549777995504,0.0562773511374,0.0562773511374,0.0562773511374,0.0
0.0562676487855,0.0562676487855,0.0562708489362,0.0562676643392,0.0562676520047,0.549855590792,0.0562676487855,0.0562676487855,0.0562676487855,0.0
0.0562613876086,0.0562613876086,0.056264611625,0.0562613976447,0.0562613896858,0.549905663001,0.0562613876086,0.0562613876086,0.0562613876087,0.0
0.056257347443,0.056257347443,0.056260588167,0.0562573539186,0.0562573487832,0.549937971916,0.056257347443,0.056257347443,0.056257347443,0.0
0.0562547405733,0.0562547405733,0.0562579929225,0.0562547447516,0.0562547414381,0.549958818021,0.0562547405733,0.0562547405733,0.0562547405734,0.0
0.0562530585788,0.0562530585788,0.0562563189742,0.0562530612748,0.0562530591368,0.54997226772,0.0562530585788,0.0562530585788,0.0562530585789,0.0
0.0562519733527,0.0562519733527,0.0562552392916,0.0562519750924,0.0562519737128,0.549980945139,0.0562519733527,0.0562519733527,0.0562519733528,0.0
0.0562512731728,0.0562512731728,0.0562545429155,0.0562512742953,0.0562512734051,0.54998654352,0.0562512731728,0.0562512731728,0.0562512731728,0.0
0.0562508214259,0.0562508214259,0.0562540937695,0.0562508221504,0.0562508215758,0.549990155375,0.0562508214259,0.0562508214259,0.0562508214259,0.0
0.0562505299665,0.0562505299665,0.0562538040827,0.0562505304341,0.0562505300633,0.549992485587,0.0562505299665,0.0562505299665,0.0562505299665,0.0
0.0562503419226,0.0562503419226,0.0562536172435,0.0562503422245,0.0562503419851,0.549993988934,0.0562503419226,0.0562503419226,0.0562503419226,0.0
0.0562502206006,0.0562502206006,0.0562534967382,0.0562502207956,0.056250220641,0.549994958822,0.0562502206006,0.0562502206006,0.0562502206006,0.0
