-1.5 2.0,-1.5 2.5,0.0 1.0,0.0 1.5,0.0 2.0,0.0 2.5,other
0.0123456790123,0.0123456790123,0.0123456790123,0.0123456790123,0.0123456790123,0.0123456790123,0.925925925926
0.0122256120187,0.0122256121988,0.0140509660999,0.0139030915612,0.0139030501424,0.0138998846345,0.919791783344
0.0120956637556,0.0120956641376,0.0159687281181,0.0156332761508,0.0156342898212,0.0156287894486,0.912943588568
0.011955124524,0.0119551251339,0.0181195810058,0.0175495382771,0.0175533164095,0.0175469016074,0.905320413042
0.0118033065242,0.011803307394,0.0205246173998,0.0196647151165,0.0196737863047,0.0196686471742,0.896861620087
0.0116395660799,0.0116395672487,0.0232049850384,0.0219907254667,0.0220086901251,0.0220079993798,0.887508466661
0.0114633298814,0.0114633313975,0.0261813541792,0.0245380384862,0.0245698714827,0.0245780312813,0.877206043292
0.0112741249458,0.0112741268692,0.0294732711967,0.027315068065,0.027367472925,0.027390394367,0.865905541631
0.0110716115825,0.011071613988,0.0330984037165,0.0303275083141,0.0304093211357,0.030454732434,0.853566808829
0.0108556181614,0.0108556211422,0.0370716935283,0.0335776360963,0.0337002726754,0.0337780485422,0.840161109854
0.0106261759323,0.0106261796045,0.0414044467487,0.037063618031,0.0372415518581,0.0373640525719,0.825673975254
0.0103835516039,0.0103835561109,0.0461034053649,0.0407788707482,0.0410301227843,0.0412125270164,0.810107966372
0.0101282749345,0.010128280451,0.0511698587577,0.0447115325148,0.0450581465454,0.045318757783,0.793485149014
0.00986115832578,0.00986116505869,0.0565988657717,0.0488441094727,0.0493125802558,0.0496730831749,0.77584903794
0.00958330545383,0.00958331363668,0.0623786645762,0.0531533582441,0.0537749747451,0.0542606159135,0.757265767431
0.009296106414,0.0092961162881,0.0684903461274,0.0576104566325,0.0584215206489,0.0590611882179,0.737824265671
0.00900121774448,0.00900122951425,0.0749078553021,0.0621814947057,0.0632233772647,0.0640495574326,0.717635268036
0.00870052699541,0.00870054073841,0.0815983609778,0.0668282905027,0.0681472953133,0.0691958895615,0.696829095911
0.0083961030984,0.00839611859914,0.0885230038269,0.0715095008756,0.0731565158203,0.074466511977,0.675552245803
0.00809013544022,0.00809015190236,0.0956379921078,0.0761819633616,0.0782118966305,0.079824897869,0.653962962688
0.00778486596841,0.00778488154212,0.102895977069,0.0808021754963,0.0832731906576,0.0852328182265,0.63222609104
0.00748251956742,0.00748253061075,0.11024760749,0.085327799421,0.088300381045,0.0906515772066,0.610507584659
0.00718523812749,0.007185238106,0.11764314353,0.0897190761116,0.0932549719158,0.0960432376398,0.588969094569
0.006895023111,0.00689500103577,0.12503400735,0.0939400461368,0.0981011408881,0.101371747138,0.56776303434
0.00661369010487,0.00661362842336,0.13237416231,0.0979595001477,0.102806679603,0.106603891128,0.547028448284
0.00634283709646,0.00634270898903,0.139621240731,0.101751616963,0.107343677067,0.111710023826,0.526887895328
0.00608382638341,0.00608359248472,0.146737376125,0.105296283313,0.111688931938,0.116664556708,0.507445433048
0.0058377784893,0.00583738314209,0.153689732309,0.108579120605,0.115824108212,0.121446210938,0.488785666305
0.00560557547699,0.00560494272366,0.160450752362,0.111591265923,0.119735669781,0.126038061208,0.470973732526
0.00538787074353,0.00538690034804,0.166998170941,0.114328965287,0.123414640832,0.130427410936,0.454056040912
0.00518510268431,0.00518366653038,0.173314842566,0.116793037951,0.126856241563,0.13460554266,0.438061566044
0.00499751032883,0.0049954495422,0.179388437835,0.118988264173,0.130059444182,0.138567384465,0.423003509474
0.00482514990544,0.00482227299116,0.185211052117,0.120922739036,0.133026485944,0.142311126033,0.408881173974
0.00466791203188,0.00466399420908,0.190778761104,0.122607224667,0.13576236679,0.145837809475,0.395681931724
0.0045255396783,0.00452032345576,0.196091147765,0.124054524541,0.138274351316,0.149150912496,0.383383200747
0.00439764715719,0.00439084405118,0.201150817839,0.125278897193,0.140571489075,0.152255936118,0.371954368566
0.00428374021971,0.00427503339872,0.20596291656,0.126295522227,0.14266416368,0.155160005995,0.36135861792
0.00418323701368,0.00417228458168,0.21053465729,0.127120028138,0.144563679036,0.157871494912,0.351554619029
0.00409548933282,0.0040819279408,0.214874872005,0.127768088417,0.14628188939,0.160399673316,0.342498059599
0.00401980337408,0.00400325187264,0.218993592992,0.128255089168,0.147830878168,0.16275439392,0.334142990505
0.0039554591706,0.00393552207196,0.222901673983,0.128595868088,0.149222688457,0.164945815159,0.32644297307
0.0039017279751,0.00387799856316,0.22661045693,0.128804521377,0.150469105579,0.166984166427,0.31935202315
0.00385788708088,0.00382995007921,0.230131488078,0.128894272377,0.151581489792,0.168879555911,0.312825356682
0.00382323182391,0.00379066559285,0.233476284145,0.128877393779,0.152570655122,0.170641819723,0.306819949816
0.00379708475251,0.00375946303263,0.236656146865,0.128765174188,0.153446788809,0.172280409249,0.301294933104
0.00377880214584,0.00373569539476,0.239682022111,0.128567919699,0.154219405057,0.1738043124,0.296211843193
0.0037677781923,0.00371875457789,0.242564398441,0.128294981651,0.154897326535,0.175222003735,0.291534756868
0.00376344720729,0.00370807332455,0.245313239232,0.12795480278,0.155488687414,0.176541418246,0.287230331796
0.00376528428488,0.00370312566123,0.247937942456,0.12755497519,0.156000952297,0.177769943832,0.283267776279
0.00377280475812,0.00370342620443,0.250447322434,0.127102304921,0.156440946268,0.17891442792,0.279618767495
0.00378556279953,0.00370852865505,0.252849608504,0.126602879086,0.156814892086,0.179981194367,0.276257334503
0.00380314944067,0.00371802375034,0.255152456213,0.12606213266,0.157128451447,0.180976067387,0.273159719103
0.00382519023509,0.00373153688893,0.25736296739,0.125484912904,0.157386767937,0.181904399926,0.270304224719
0.00385134273819,0.00374872559426,0.259487716178,0.124875540113,0.157594509956,0.182771104486,0.267671060935
0.00388129393273,0.00376927693917,0.261532778711,0.124237863934,0.157755912413,0.183580684867,0.265242189202
0.00391475769231,0.0037929050183,0.263503764686,0.123575314919,0.157874816399,0.184337267768,0.263001173518
0.00395147234509,0.00381934852694,0.265405849523,0.122890951228,0.157954706345,0.185044633449,0.260933038582
0.00399119837751,0.00384836848295,0.267243806186,0.122187500631,0.157998744444,0.185706244978,0.2590241369
0.00403371630052,0.00387974611209,0.269022035998,0.121467398035,0.158009802217,0.186325275744,0.257262025593
0.00407882468833,0.00391328090542,0.270744598039,0.120732818883,0.157990489287,0.186904635068,0.255635353129
0.00412633839113,0.00394878884897,0.272415236861,0.119985708751,0.15794317945,0.187446991867,0.254133755831
0.00417608691695,0.00398610082052,0.274037408373,0.119227809532,0.157870034209,0.187954796376,0.252747763772
0.00422791297436,0.0040250611446,0.275614303874,0.118460682533,0.157773023944,0.188430299995,0.251468715535
0.00428167116528,0.00406552629493,0.277148872219,0.117685728847,0.157653946916,0.188875573359,0.250288681199
0.00433722681608,0.00410736373253,0.278643840198,0.116904207287,0.157514446301,0.189292522745,0.24920039292
0.00439445493482,0.0041504508673,0.280101731212,0.116117250185,0.15735602543,0.189682904933,0.248197182438
0.00445323928258,0.00419467413125,0.28152488233,0.115325877296,0.157180061428,0.190048340659,0.247272924874
0.00451347154745,0.00423992815217,0.282915459865,0.114531008052,0.156987817407,0.190390326759,0.246421988217
0.00457505061035,0.00428611501704,0.284275473554,0.113733472355,0.156780453373,0.190710247158,0.245639187932
0.00463788189271,0.00433314361537,0.285606789479,0.112934020095,0.15655903598,0.191009382774,0.244919746164
0.00470187677692,0.0043809290538,0.286911141817,0.112133329551,0.156324547256,0.191288920477,0.24425925507
0.00476695209126,0.00442939213364,0.28819014353,0.111332014815,0.156077892422,0.191549961169,0.243653643839
0.00483302965188,0.00447845888432,0.289445296097,0.11053063236,0.155819906899,0.191793527094,0.243099149015
0.00490003585527,0.0045280601461,0.290677998365,0.109729686845,0.155551362585,0.19202056844,0.242592287763
0.00496790131515,0.00457813119649,0.291889554604,0.108929636283,0.155272973502,0.192231969318,0.24212983378
0.00503656053858,0.00462861141515,0.293081181853,0.108130896608,0.154985400864,0.19242855317,0.241708795551
0.00510595163667,0.00467944398267,0.294254016602,0.107333845751,0.154689257641,0.192611087675,0.241326396712
0.00517601606572,0.00473057560948,0.295409120902,0.106538827264,0.154385112668,0.192780289193,0.240980058297
0.00524669839513,0.00478195629117,0.296547487929,0.105746153552,0.154073494359,0.192936826812,0.240667382661
0.00531794609891,0.00483353908715,0.297670047077,0.104956108759,0.153754894052,0.193081326014,0.240386138912
0.00538970936796,0.00488527992002,0.298777668609,0.104168951354,0.153429769039,0.193214372017,0.240134249693
0.00546194094066,0.00493713739319,0.299871167922,0.103384916441,0.153098545315,0.193336512823,0.239909779165
0.00553459594951,0.00498907262461,0.300951309448,0.102604217839,0.152761620059,0.193448261994,0.239710922086
0.00560763178198,0.00504104909491,0.302018810236,0.101827049947,0.1524193639,0.193550101185,0.239535993855
0.00568100795391,0.00509303250809,0.303074343244,0.10105358942,0.152072122967,0.19364248247,0.239383421437
0.00575468599391,0.00514499066361,0.304118540358,0.100283996691,0.151720220762,0.19372583046,0.239251735072
0.00582862933748,0.00519689333847,0.305151995179,0.0995184173292,0.151363959867,0.193800544248,0.239139560701
0.00590280322979,0.00524871217816,0.306175265587,0.0987569832838,0.151003623496,0.1938669992,0.239045613026
0.00597717463602,0.00530042059569,0.307188876101,0.0979998139993,0.150639476922,0.193925548591,0.238968689155
0.00605171215854,0.00535199367769,0.308193320066,0.0972470174331,0.150271768781,0.193976525114,0.23890766277
