0.0 1.0,0.0 1.5,0.0 2.0,0.5 1.0,0.5 1.5,0.5 2.0,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.90625
0.0176449907357,0.0177758197621,0.0175982285275,0.0160570923905,0.0160527173183,0.0160768042864,0.898794346979
0.0198930368841,0.020184498778,0.019783342987,0.0164847255533,0.0164758956311,0.0165249806042,0.890653519562
0.0223870037621,0.0228725855902,0.0221941678467,0.0169050381457,0.0168917095378,0.0169665993099,0.881782895808
0.0251441738901,0.0258610022876,0.0248431604913,0.0173148485825,0.0172970191015,0.0173983904042,0.872141405243
0.0281806690285,0.0291693118015,0.0277407456845,0.0177106733605,0.0176883880864,0.0178167602216,0.861693451817
0.0315107789747,0.0328148575203,0.0308945703782,0.0180887626484,0.0180621191862,0.0182178258996,0.850411085393
0.0351462119375,0.0368117929166,0.0343087040461,0.0184451559581,0.0184143090054,0.0185974706697,0.838276355467
0.0390952930517,0.0411700348141,0.0379828233269,0.0187757599059,0.0187409247551,0.0189514222091,0.825283741937
0.0433621506637,0.0458941919406,0.0419114339333,0.0190764487142,0.0190379032884,0.0192753549234,0.811442516536
0.047945942996,0.0509825386185,0.0460831955286,0.0193431861816,0.0193012712102,0.0195650150617,0.796778850404
0.052840188615,0.0564261190116,0.0504804239716,0.0195721654424,0.019527282429,0.0198163650758,0.781337455455
0.058032270298,0.0622080767562,0.0550788470385,0.0197599601422,0.019712566874,0.0200257408207,0.76518253807
0.0635031808155,0.0683033043656,0.0598476817433,0.0199036780305,0.0198542815222,0.0201900124164,0.748397861106
0.0692275688208,0.0746784935399,0.0647500820348,0.0200011058648,0.0199502528165,0.0203067373178,0.731085759605
0.0751741226606,0.0812926401489,0.06974397516,0.0200508334327,0.0199990984949,0.0203742928993,0.713365037204
0.0813063006279,0.0880980175854,0.074783266003,0.02005234486,0.0200003172097,0.0203919760973,0.695367777617
0.0875833811937,0.0950415838382,0.0798193464164,0.0200060673949,0.0199543363116,0.0203600596359,0.677235225209
0.0939617712139,0.102066738159,0.0848028078784,0.0199133714707,0.019862511723,0.0202797979994,0.659113001556
0.10039648002,0.109115301115,0.0896852280238,0.019776520597,0.0197270784927,0.0201533811988,0.641146010553
0.10684264823,0.116129565066,0.0944208904362,0.0195985747994,0.0195510557006,0.019983839746,0.623473426021
0.113257015706,0.12305425583,0.0989683051594,0.0193832560477,0.0193381140154,0.0197749092198,0.606224144022
0.119599223978,0.129838261686,0.10329142325,0.0191347875961,0.0190924176241,0.0195308665361,0.58951301933
0.125832872313,0.136436019249,0.107360477286,0.0188577208814,0.0188184539458,0.0192563519697,0.573438104355
0.131926278424,0.142808490466,0.111152423647,0.0185567634572,0.0185208643673,0.0189561909386,0.5580789887
0.13785292879,0.148923712394,0.114651003973,0.0182366196198,0.0182042874544,0.0186352278,0.543496219968
0.14359163407,0.154756943888,0.117846476254,0.0179018524471,0.0178732232051,0.0182981809381,0.529731689198
0.1491264283,0.160290465238,0.120735087094,0.0175567725518,0.0175319235542,0.0179495249219,0.516809798341
0.154446264622,0.165513105815,0.123318365253,0.0172053555468,0.0171843110952,0.0175934020795,0.504739195588
0.159544565482,0.170419581218,0.125602314345,0.0168511874551,0.0168339252691,0.0172335629388,0.493514863292
0.164418683089,0.175009717746,0.127596572697,0.016497435304,0.0164838933112,0.0168733328667,0.483120364987
0.169069318932,0.179287631525,0.129313594249,0.0161468389444,0.0161369220716,0.0165156009413,0.473530093337
0.173499941438,0.183260915631,0.13076788908,0.0158017196529,0.0157953063474,0.0161628265376,0.464711401313
0.17771623057,0.186939873828,0.131975347741,0.0154640011245,0.0154609494119,0.0158170591118,0.456626538213
0.181725568513,0.190336825953,0.132952661466,0.015135238871,0.0151353918301,0.015479967062,0.449234346305
0.185536587428,0.193465498532,0.133716840989,0.014816654647,0.0148198452354,0.01515287214,0.442491701028
0.18915877886,0.196340505371,0.134284830032,0.0145091731905,0.0145152284062,0.0148367865717,0.436354697568
0.192602164659,0.198976916484,0.134673205388,0.0142134592207,0.014222203614,0.0145324507109,0.430779599923
0.195877026178,0.201389909521,0.134897953175,0.0139299532179,0.0139412117938,0.0142403696534,0.425723576461
0.198993686561,0.203594495412,0.134974310041,0.0136589049989,0.0136725055627,0.0139608477485,0.421145249676
0.201962339967,0.205605308815,0.13491665822,0.0134004044962,0.0134161795029,0.0136940203545,0.417005088644
0.204792921299,0.207436453744,0.134738464095,0.0131544094447,0.0131721974152,0.0134398825004,0.413265671502
0.207495010149,0.209101395166,0.134452251044,0.0129207699023,0.0129404164676,0.0131983143464,0.409891842925
0.210077763112,0.21061288813,0.13406959861,0.0126992496791,0.0127206083105,0.0129691035003,0.406850788658
0.212549869227,0.211982936942,0.13360116126,0.012489544851,0.0125124773287,0.0127519643512,0.404112046041
0.214919523932,0.21322277794,0.133056701233,0.0122912995897,0.0123156762574,0.0125465546487,0.401647466398
0.217194417613,0.21434288039,0.132445131034,0.0121041195726,0.0121298194191,0.0123524895862,0.399431142386
0.21938173541,0.215352960968,0.131774562039,0.0119275832399,0.0119544938432,0.012169353661,0.397439310838
0.221488165553,0.216262008142,0.131052356528,0.0117612511641,0.0117892685286,0.0119967105766,0.395650239507
0.223519913952,0.217078313439,0.130285181041,0.0116046737781,0.0116337020906,0.01183411144,0.394044104259
0.225482723245,0.21780950726,0.12947905956,0.0114573976919,0.0114873490168,0.0116811014875,0.392602861738
0.227381894854,0.218462597369,0.128639425397,0.0113189708003,0.0113497647329,0.0115372255498,0.391310121297
0.229222312895,0.219044008652,0.127771171022,0.0111889463666,0.0112205096572,0.0114020324441,0.390151018963
0.231008469064,0.21955962306,0.126878695342,0.0110668862406,0.0110991524019,0.011275078458,0.389112095434
0.232744487829,0.220014818932,0.125965948108,0.01095236335,0.0109852722567,0.0111559300696,0.388181179454
0.234434151402,0.220414509141,0.125036471313,0.0108449635856,0.0108784610736,0.0110441660281,0.387347277456
0.236080924119,0.220763177653,0.124093437532,0.0107442871828,0.0107783246535,0.0109393789023,0.386600469958
0.237687975971,0.221064914238,0.123139685238,0.0106499496873,0.0106844837206,0.0108411761869,0.385931814958
0.23925820509,0.221323447182,0.122177751211,0.0105615825782,0.0105965745589,0.0107491810462,0.385333258334
0.240794259073,0.221542173918,0.121209900136,0.0104788336137,0.0105142493719,0.0106630327598,0.384797551127
0.242298555089,0.221724189566,0.120238151585,0.0104013669498,0.0104371764181,0.0105823869258,0.384318173466
0.243773298722,0.221872313399,0.119264304525,0.0103288630784,0.0103650399663,0.0105069154692,0.38388926484
0.245220501565,0.221989113315,0.118289959544,0.010261018621,0.010297540107,0.0104363064937,0.383505560355
0.246641997587,0.222076928372,0.117316538956,0.0101975460097,0.0102343924515,0.0103702640105,0.383162332613
0.248039458301,0.222137889502,0.116345304975,0.0101381730811,0.0101753277437,0.0103085075707,0.382855338827
0.249414406793,0.222173938494,0.1153773761,0.0100826426046,0.0101200914056,0.0102507718248,0.382580772778
0.250768230659,0.222186845371,0.11441374189,0.0100307117623,0.0100684430349,0.0101968060282,0.382335221254
0.252102193917,0.222178224252,0.113455276256,0.00998215159674,0.0100201558688,0.0101463735068,0.382115624602
0.253417447952,0.222149547824,0.112502749419,0.00993674643623,0.00997501622471,0.0100992510976,0.381919241047
0.254715041555,0.222102160515,0.111556838661,0.00989429330912,0.00993282293031,0.0100552285736,0.381743614455
0.255995930129,0.222037290491,0.110618137972,0.00985460135427,0.00989338674767,0.0100141080609,0.381586545245
0.257260984103,0.221956060542,0.109687166717,0.00981749123405,0.00985652979988,0.00997570345646,0.381446064148
0.258510996632,0.221859497978,0.10876437741,0.00978279455499,0.00982208500437,0.00993983985064,0.381320408569
0.259746690625,0.221748543609,0.107850162687,0.0097503533,0.00978989551698,0.00990635295947,0.381208001303
0.260968725157,0.221624059871,0.106944861561,0.00972001927518,0.00975981418989,0.00987508856985,0.381107431377
0.262177701319,0.22148683821,0.106048765023,0.0096916535735,0.00973170304572,0.0098459020004,0.381017436828
0.263374167549,0.221337605754,0.10516212107,0.0096651260571,0.00970543276946,0.00981865757967,0.380936889221
0.264558624479,0.221177031356,0.104285139206,0.00964031485929,0.00968088221948,0.00979322814328,0.380864779737
0.265731529356,0.221005731068,0.103417994474,0.00961710590698,0.00965793795837,0.00976949455087,0.380800206686
0.266893300058,0.220824273082,0.10256083108,0.00959539246415,0.00963649380412,0.00974734522336,0.380742364289
0.268044318748,0.220633182206,0.101713765622,0.00957507469621,0.00961645040166,0.00972667570085,0.380690532625
0.269184935192,0.220432943909,0.100876890004,0.00955605925535,0.00959771481488,0.00970738822117,0.380644068603
0.270315469782,0.220224007972,0.100050274032,0.00953825888662,0.00958020013883,0.00968939131892,0.38060239787
0.271436216268,0.220006791792,0.0992339677481,0.0095215920542,0.00956382513163,0.00967259944462,0.380565007561
0.272547444254,0.219781683367,0.0984280035236,0.0095059825875,0.00954851386582,0.00965693260362,0.380531439799
0.273649401453,0.219549043989,0.0976323979325,0.00949135934641,0.00953419539838,0.00964231601411,0.380501285867
0.274742315737,0.21930921068,0.096847153434,0.00947765590504,0.00952080345891,0.00962867978378,0.380474181001
0.275826397002,0.219062498392,0.096072259881,0.00946481025336,0.00950827615532,0.00961595860431,0.380449799712
0.276901838846,0.218809201994,0.0953076958745,0.00945276451586,0.00949655569621,0.0096040914631,0.38042785161
0.277968820112,0.218549598063,0.0945534299783,0.00944146468661,0.00948558812938,0.00959302137152,0.380408077659
0.279027506264,0.218283946509,0.0938094218105,0.00943086037997,0.00947532309563,0.0095826951089,0.380390246832
0.280078050655,0.218012492036,0.0930756230236,0.00942090459612,0.00946571359718,0.00957306298163,0.380374153111
0.28112059566,0.217735465465,0.0923519781851,0.00941155350074,0.00945671577999,0.00956407859648,0.380359612812
0.282155273719,0.217453084932,0.0916384255694,0.00940276621821,0.00944828872934,0.00955569864769,0.380346462184
0.283182208264,0.217165556963,0.0909348978692,0.00939450463739,0.0094403942778,0.00954788271681,0.380334555272
0.284201514578,0.216873077452,0.0902413228365,0.00938673322954,0.00943299682518,0.00954059308498,0.380323761994
