0.0 -0.5,0.0 -1.0,0.0 -1.5,0.0 0.0,0.0 1.0,0.0 1.5,0.0 2.0,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.890625
0.0184466479279,0.0179974002619,0.0180589407753,0.0183079001717,0.0154574351553,0.0154541521315,0.0154475358745,0.880829987702
0.021704368047,0.020671046519,0.0208121433044,0.0213844206171,0.0152684358825,0.0152610582905,0.0152472065831,0.869651320756
0.0254392820345,0.0236647285974,0.0239064277704,0.0248889170553,0.0150569641595,0.0150443831427,0.0150225257814,0.856976771459
0.0296869332562,0.0269918486558,0.0273582690943,0.0288504996514,0.0148226843489,0.0148033590876,0.01477252733,0.842713878576
0.0344733226506,0.0306580404335,0.0311762294501,0.0332896682158,0.0145663167233,0.0145380707707,0.0144970328805,0.826801318876
0.0398101783816,0.0346585012161,0.0353580368052,0.0382143266392,0.0142900911807,0.0142498032366,0.0141969777551,0.809222084786
0.0456896412755,0.0389751816862,0.0398874522136,0.0436153205514,0.0139983156044,0.0139414506075,0.0138747915224,0.790017846539
0.0520787197889,0.0435740632325,0.044731161462,0.0494617745118,0.0136980664894,0.013617970298,0.0135348191373,0.76930342508
0.0589140993439,0.0484028633743,0.0498360511444,0.0556966890276,0.0133999887063,0.0132868452997,0.0131837488483,0.747279714255
0.0660982212436,0.0533896755804,0.0551274166162,0.0622335364474,0.0131191415126,0.0129584758349,0.0128309766921,0.724242556073
0.0734980300573,0.0584433065428,0.0605089418607,0.0689550284719,0.0128757310735,0.012646354572,0.0124887767801,0.700583830642
0.0809483873523,0.0634563980702,0.0658656682766,0.0757157984338,0.0126954272557,0.0123667968803,0.0121720689605,0.676779454771
0.0882624547291,0.0683125570509,0.0710713584653,0.0823510958843,0.0126088478242,0.0121379601537,0.0118975341355,0.653358191757
0.0952503056233,0.0728980300545,0.0760009631762,0.0886927769246,0.0126498985214,0.011978024537,0.011681943443,0.63084805772
0.101743498248,0.0771163149904,0.0805465833026,0.0945908135529,0.0128531891458,0.0119028289086,0.011539949426,0.609706822426
0.10761828256,0.0809011810836,0.0846320608228,0.0999339826907,0.0132515559028,0.0119237940161,0.0114820967063,0.590257046217
0.112808013085,0.0842226124741,0.0882201163219,0.104661308038,0.0138750868703,0.0120470914977,0.011513959055,0.572651812658
0.117300097575,0.0870833528915,0.0913092501531,0.108759851238,0.0147523686307,0.0122743962694,0.0116367584567,0.556883924785
0.121121226304,0.0895087966535,0.0939231721157,0.112251927474,0.0159134665715,0.0126046741835,0.0118489903122,0.542827746385
0.124319154902,0.0915354041662,0.0960983392724,0.11517901536,0.0173935477828,0.0130361083114,0.0121482232424,0.530290206963
0.12694752793,0.0932014402912,0.0978738198218,0.117588194798,0.0192363563736,0.0135675725688,0.0125325042112,0.519052584006
0.129055980046,0.0945411563268,0.0992848205023,0.119523205825,0.0214973580501,0.0141995305835,0.0130012362347,0.508896712432
0.130684816186,0.09558180485,0.100359296416,0.121019577475,0.0242467564551,0.0149345053363,0.0135556559287,0.499617587352
0.131862653627,0.0963424037462,0.101116504806,0.122102416317,0.0275726762127,0.0157773158095,0.0141990957327,0.49102693375
0.132605613311,0.0968333498856,0.101566539104,0.122785601003,0.0315847361471,0.0167352291337,0.0149371781146,0.482951753301
0.132917148949,0.0970563157743,0.101710233233,0.123071565686,0.0364180931434,0.0178181150143,0.0157780369525,0.475230491247
0.132788044781,0.097004140205,0.101539129667,0.122951248223,0.0422378285262,0.0190386420557,0.0167326237755,0.467708342767
0.132196438419,0.0966606232848,0.101035427265,0.122404072053,0.0492432170714,0.0204125227511,0.0178151355447,0.460232563611
0.131107983626,0.0960002969323,0.10017200514,0.121398065825,0.0576708633276,0.0219587872063,0.0190435901057,0.452648407838
