0.0 0.0,0.0 1.0,0.0 2.0,0.0 3.0,0.0 4.0,1.0 0.0,1.0 1.0,1.0 2.0,1.0 3.0,1.0 4.0,2.0 0.0,2.0 1.0,2.0 2.0,2.0 3.0,2.0 4.0,3.0 0.0,3.0 1.0,3.0 2.0,3.0 3.0,3.0 4.0,4.0 0.0,4.0 1.0,4.0 2.0,4.0 3.0,4.0 4.0,other
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0
0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019231422,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230769,0.0387019230776,0.0387019371642,0.0387019230776,0.0387019382613,0.0711538168156,0.0
0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462320673,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314284,0.0365462314304,0.0365462658688,0.0365462314294,0.0365462501779,0.122890391886,0.0
0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332306047346,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825379,0.0332305825441,0.033230655443,0.0332305825388,0.0332305998585,0.202465906661,0.0
0.0286884946537,0.028688494683,0.0286884946537,0.0286884946537,0.0286941784172,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946537,0.0286884946887,0.0286886760443,0.0286884946544,0.0286885090873,0.311470248659,0.0
0.0249064188829,0.0249066303079,0.0249064187205,0.0249064187207,0.0326519979767,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064187205,0.0249064190096,0.0249069081263,0.0249064187212,0.0249064307216,0.394499658005,0.0
0.024301912757,0.0243039430717,0.0243019089848,0.024301908985,0.0583899544905,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019089848,0.0243019092729,0.0243023867695,0.0243019089854,0.0243019205971,0.382663611314,0.0
0.0233017955211,0.0233048453908,0.0233017893501,0.0233017893503,0.101997700831,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017893501,0.0233017896243,0.0233022415886,0.0233017893507,0.023301800319,0.362057618423,0.0
0.0217230356016,0.0217263017471,0.021723028526,0.0217230285264,0.171211834894,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028526,0.021723028775,0.0217234389657,0.0217230285265,0.0217230384793,0.329154808068,0.0
0.0194611316983,0.0194640554443,0.0194611250629,0.0194611250647,0.270437178262,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611250629,0.0194611252756,0.0194614755044,0.0194611250634,0.0194611335613,0.281953649119,0.0
