0.0 0.0,0.0 10.0,10.0 0.0,10.0 10.0,other
0.25,0.25,0.25,0.25,0.0
0.203901040962,0.396098764126,0.20000000444,0.200000190472,0.0
0.146162009065,0.567298667221,0.143269574274,0.14326974944,0.0
0.0932589835982,0.723916610846,0.0914121437258,0.0914122618304,0.0
0.0540971868091,0.839851026188,0.0530258587544,0.0530259282482,0.0
0.0294030270194,0.91295546417,0.0288207354188,0.0288207733919,0.0
0.0153704714447,0.954497353361,0.0150660776435,0.0150660975509,0.0
0.00786415570916,0.976719003098,0.00770841549338,0.00770842569939,0.0
0.00397838829026,0.988222404431,0.0038996010537,0.00389960622542,0.0
0.0020009775024,0.994076318839,0.00196135052653,0.00196135313165,0.0
0.00100346084471,0.997029360853,0.000983588497011,0.000983589805318,0.0
0.000502476762097,0.998512470967,0.000492525807415,0.00049252646346,0.0
0.0002514253829,0.999255681884,0.000246446201986,0.000246446530706,0.0
0.000125759494269,0.999627702387,0.000123268976827,0.000123269141474,0.0
6.28914544444e-05,0.999813816535,6.16459638196e-05,6.16460462707e-05,0.0
3.14486549023e-05,0.999906899601,3.08258515834e-05,3.08258928689e-05,0.0
1.57250594909e-05,0.999953447633,1.54136433207e-05,1.54136639924e-05,0.0
7.86271277693e-06,0.999976723275,7.70700106031e-06,7.70701141044e-06,0.0
3.93140215231e-06,0.999988361502,3.85354538431e-06,3.85355056644e-06,0.0
1.96571251951e-06,0.999994180717,1.92678390719e-06,1.92678650177e-06,0.0
9.82859121712e-07,0.99999709035,9.63394758028e-07,9.63396057075e-07,0.0
4.91430276896e-07,0.999998545173,4.8169808045e-07,4.8169873085e-07,0.0
2.45715317732e-07,0.999999272586,2.40849215747e-07,2.40849541385e-07,0.0
1.22857703824e-07,0.999999636293,1.20424651835e-07,1.20424814873e-07,0.0
6.14288632201e-08,0.999999818146,6.02123369486e-08,6.0212418577e-08,0.0
3.07144344713e-08,0.999999909073,3.01061712524e-08,3.01062121213e-08,0.0
1.5357217968e-08,0.999999954537,1.50530863309e-08,1.50531067927e-08,0.0
7.67860917568e-09,0.999999977268,7.52654334667e-09,7.52655359126e-09,0.0
3.83930464004e-09,0.999999988634,3.76327172118e-09,3.76327685032e-09,0.0
1.9196523352e-09,0.999999994317,1.88163587382e-09,1.88163844181e-09,0.0
9.59826172469e-10,0.999999997159,9.40817940854e-10,9.40819226558e-10,0.0
4.79913087986e-10,0.999999998579,4.7040897173e-10,4.70409615437e-10,0.0
2.39956544698e-10,0.99999999929,2.35204486349e-10,2.3520480863e-10,0.0
1.19978272659e-10,0.999999999645,1.17602243375e-10,1.17602404729e-10,0.0
5.99891364739e-11,0.999999999822,5.88011217772e-11,5.88012025612e-11,0.0
2.99945683064e-11,0.999999999911,2.94005609309e-11,2.94006013763e-11,0.0
1.49972841873e-11,0.999999999956,1.47002804859e-11,1.47003007354e-11,0.0
7.49864211053e-12,0.999999999978,7.35014025304e-12,7.35015039112e-12,0.0
3.74932106366e-12,0.999999999989,3.67507013152e-12,3.67507520723e-12,0.0
1.87466053602e-12,0.999999999994,1.83753506825e-12,1.83753760945e-12,0.0
9.37330270102e-13,0.999999999997,9.18767535365e-13,9.18768807635e-13,0.0
4.68665136096e-13,0.999999999999,4.59383768303e-13,4.59384405273e-13,0.0
2.3433256857e-13,0.999999999999,2.29691884461e-13,2.29692203364e-13,0.0
1.17166284546e-13,1.0,1.14845942386e-13,1.14846102046e-13,0.0
5.85831424037e-14,1.0,5.74229712702e-14,5.74230512046e-14,0.0
2.92915712672e-14,1.0,2.87114856738e-14,2.87115256932e-14,0.0
1.46457856662e-14,1.0,1.43557428563e-14,1.43557628921e-14,0.0
7.32289284943e-15,1.0,7.17787143782e-15,7.17788146876e-15,0.0
3.66144643287e-15,1.0,3.58893572375e-15,3.58894074574e-15,0.0
1.83072322052e-15,1.0,1.7944678643e-15,1.79447037855e-15,0.0
9.15361612299e-16,1.0,8.97233933359e-16,8.97235192118e-16,0.0
4.57680807169e-16,1.0,4.48616967284e-16,4.48617597479e-16,0.0
2.28840404095e-16,1.0,2.24308483945e-16,2.2430879945e-16,0.0
1.14420202302e-16,1.0,1.12154242124e-16,1.1215440008e-16,0.0
5.72101012787e-17,1.0,5.60771211374e-17,5.60772002176e-17,0.0
2.86050507031e-17,1.0,2.80385606065e-17,2.80386001976e-17,0.0
1.43025253834e-17,1.0,1.40192803222e-17,1.40193001432e-17,0.0
7.15126270764e-18,1.0,7.00964017054e-18,7.00965009378e-18,0.0
3.57563136179e-18,1.0,3.50482009e-18,3.50482505799e-18,0.0
1.78781568488e-18,1.0,1.75241004736e-18,1.75241253454e-18,0.0
8.93907844432e-19,1.0,8.76205024863e-19,8.76206270046e-19,0.0
4.46953923212e-19,1.0,4.38102513022e-19,4.3810313641e-19,0.0
2.23476962104e-19,1.0,2.19051256807e-19,2.19051568899e-19,0.0
1.11738481301e-19,1.0,1.09525628551e-19,1.09525784796e-19,0.0
5.5869240775e-20,1.0,5.47628143494e-20,5.47628925715e-20,0.0
2.79346204498e-20,1.0,2.73814072116e-20,2.73814463724e-20,0.0
1.3967310256e-20,1.0,1.36907036243e-20,1.36907232296e-20,0.0
6.98365514357e-21,1.0,6.84535182137e-21,6.84536163646e-21,0.0
3.49182757957e-21,1.0,3.4226759153e-21,3.42268082907e-21,0.0
1.74591379367e-21,1.0,1.71133795996e-21,1.71134041995e-21,0.0
8.72956898783e-22,1.0,8.55668981134e-22,8.55670212685e-22,0.0
4.36478450364e-22,1.0,4.27834491144e-22,4.27835107697e-22,0.0
2.18239225668e-22,1.0,2.1391724586e-22,2.13917554526e-22,0.0
1.09119613077e-22,1.0,1.06958623074e-22,1.06958777602e-22,0.0
5.45598066603e-23,1.0,5.34793116094e-23,5.34793889702e-23,0.0
2.72799033909e-23,1.0,2.67396558407e-23,2.67396945697e-23,0.0
1.36399517259e-23,1.0,1.33698279384e-23,1.33698473272e-23,0.0
6.81997587813e-24,1.0,6.68491397822e-24,6.68492368477e-24,0.0
3.40998794667e-24,1.0,3.34245699362e-24,3.34246185297e-24,0.0
1.70499397713e-24,1.0,1.67122849906e-24,1.67123093178e-24,0.0
8.52496990466e-25,1.0,8.35614250658e-25,8.35615468534e-25,0.0
4.26248496183e-25,1.0,4.17807125893e-25,4.1780773559e-25,0.0
2.13124248567e-25,1.0,2.08903563228e-25,2.08903868456e-25,0.0
1.06562124521e-25,1.0,1.04451781755e-25,1.04451934559e-25,0.0
5.32810623791e-26,1.0,5.22258909479e-26,5.22259674448e-26,0.0
2.66405312489e-26,1.0,2.61129455092e-26,2.61129838051e-26,0.0
1.33202656541e-26,1.0,1.30564727722e-26,1.30564919439e-26,0.0
6.66013284192e-27,1.0,6.5282363949e-27,6.52824599261e-27,0.0
3.33006642838e-27,1.0,3.26411820185e-27,3.26412300664e-27,0.0
1.6650332179e-27,1.0,1.63205910313e-27,1.63206150849e-27,0.0
8.32516610806e-28,1.0,8.16029552665e-28,8.16030756828e-28,0.0
4.16258306331e-28,1.0,4.08014776883e-28,4.08015379706e-28,0.0
2.08129153629e-28,1.0,2.04007388716e-28,2.04007690499e-28,0.0
1.04064577046e-28,1.0,1.02003694496e-28,1.02003845572e-28,0.0
5.20322886392e-29,1.0,5.10018473167e-29,5.10019229477e-29,0.0
2.60161443776e-29,1.0,2.55009236927e-29,2.55009615546e-29,0.0
1.30080722178e-29,1.0,1.27504618636e-29,1.27504808177e-29,0.0
6.50403612338e-30,1.0,6.37523094038e-30,6.37524042902e-30,0.0
3.25201806894e-30,1.0,3.18761547449e-30,3.1876202246e-30,0.0
1.62600903809e-30,1.0,1.59380773939e-30,1.59381011735e-30,0.0
8.13004520859e-31,1.0,7.96903870772e-31,7.96905061198e-31,0.0
4.06502261335e-31,1.0,3.98451935924e-31,3.9845253186e-31,0.0
2.03251131121e-31,1.0,1.9922596823e-31,1.99226266561e-31,0.0
1.01625565787e-31,1.0,9.96129842496e-32,9.96131335959e-32,0.0
5.08127830066e-32,1.0,4.9806492192e-32,4.98065669557e-32,0.0
2.54063915599e-32,1.0,2.49032461296e-32,2.49032835567e-32,0.0
1.27031958083e-32,1.0,1.24516230816e-32,1.24516418178e-32,0.0
6.35159791829e-33,1.0,6.22581154919e-33,6.2258209286e-33,0.0
3.17579896622e-33,1.0,3.11290577879e-33,3.11291047416e-33,0.0
1.58789948665e-33,1.0,1.5564528915e-33,1.55645524201e-33,0.0
7.93949745095e-34,1.0,7.78226446797e-34,7.78227623467e-34,0.0
3.96974873432e-34,1.0,3.89113223923e-34,3.89113812966e-34,0.0
1.98487437158e-34,1.0,1.94556612224e-34,1.94556907099e-34,0.0
9.92437188004e-35,1.0,9.72783062433e-35,9.72784538574e-35,0.0
4.96218595108e-35,1.0,4.86391531872e-35,4.86392270827e-35,0.0
2.48109298107e-35,1.0,2.43195766264e-35,2.43196136184e-35,0.0
1.2405464933e-35,1.0,1.21597883296e-35,1.21598068477e-35,0.0
6.20273248032e-36,1.0,6.079894173e-36,6.07990344309e-36,0.0
3.10136624707e-36,1.0,3.0399470906e-36,3.03995173117e-36,0.0
1.55068312699e-36,1.0,1.51997354735e-36,1.5199758704e-36,0.0
7.75341565223e-37,1.0,7.59986774701e-37,7.59987937606e-37,0.0
3.87670783476e-37,1.0,3.79993387863e-37,3.79993970006e-37,0.0
1.9383539217e-37,1.0,1.89996694188e-37,1.89996985605e-37,0.0
9.69176963009e-38,1.0,9.4998347222e-38,9.49984931031e-38,0.0
4.84588482585e-38,1.0,4.7499173675e-38,4.7499246702e-38,0.0
2.42294241832e-38,1.0,2.37495868696e-38,2.37496234262e-38,0.0
1.21147121186e-38,1.0,1.18747934508e-38,1.18748117507e-38,0.0
6.0573560728e-39,1.0,5.9373967334e-39,5.93740589414e-39,0.0
3.02867804315e-39,1.0,2.96869837071e-39,2.96870295647e-39,0.0
1.51433902495e-39,1.0,1.48434918735e-39,1.48435148294e-39,0.0
7.57169514163e-40,1.0,7.42174594678e-40,7.42175743818e-40,0.0
3.78584757925e-40,1.0,3.7108729784e-40,3.71087873084e-40,0.0
1.89292379384e-40,1.0,1.8554364917e-40,1.85543937129e-40,0.0
9.46461899031e-41,1.0,9.27718247102e-41,9.27719688585e-41,0.0
4.7323095057e-41,1.0,4.63859124177e-41,4.63859845761e-41,0.0
2.36615475812e-41,1.0,2.31929562401e-41,2.31929923615e-41,0.0
1.1830773817e-41,1.0,1.15964781357e-41,1.15964962175e-41,0.0
5.91538692168e-42,1.0,5.79823907567e-42,5.79824812709e-42,0.0
2.95769346743e-42,1.0,2.89911954174e-42,2.89912407273e-42,0.0
1.47884673701e-42,1.0,1.44955977283e-42,1.44956204095e-42,0.0
7.39423370153e-43,1.0,7.24779887391e-43,7.24781022771e-43,0.0
3.69711685901e-43,1.0,3.62389944184e-43,3.62390512533e-43,0.0
1.84855843362e-43,1.0,1.81194972337e-43,1.8119525684e-43,0.0
9.24279218871e-44,1.0,9.05974862905e-44,9.0597628707e-44,0.0
4.62139610466e-44,1.0,4.52987432063e-44,4.52988144969e-44,0.0
2.31069805748e-44,1.0,2.26493716337e-44,2.26494073202e-44,0.0
1.15534903131e-44,1.0,1.13246858321e-44,1.13247036959e-44,0.0
5.77674516944e-45,1.0,5.6623429237e-45,5.6623518659e-45,0.0
2.88837259116e-45,1.0,2.83117146567e-45,2.83117594192e-45,0.0
1.4441862988e-45,1.0,1.41558573474e-45,1.41558797544e-45,0.0
7.22093151008e-46,1.0,7.07792868327e-46,7.07793989961e-46,0.0
3.61046576309e-46,1.0,3.53896434641e-46,3.53896996101e-46,0.0
1.80523288557e-46,1.0,1.76948217559e-46,1.76948498611e-46,0.0
9.02616444795e-47,1.0,8.84741088988e-47,8.84742495855e-47,0.0
4.51308223403e-47,1.0,4.42370545091e-47,4.42371249328e-47,0.0
2.25654112204e-47,1.0,2.21185272844e-47,2.21185625365e-47,0.0
1.12827056354e-47,1.0,1.10592636571e-47,1.10592813032e-47,0.0
5.64135283026e-48,1.0,5.52963183601e-48,5.52964066913e-48,0.0
2.82067642141e-48,1.0,2.76481592173e-48,2.76482034332e-48,0.0
1.41033821385e-48,1.0,1.38240796273e-48,1.38241017604e-48,0.0
7.05169108497e-49,1.0,6.91203982298e-49,6.91205090207e-49,0.0
3.52584555034e-49,1.0,3.45601991615e-49,3.45602546198e-49,0.0
1.7629227791e-49,1.0,1.72800996041e-49,1.72801273646e-49,0.0
8.81461391514e-50,1.0,8.64004981368e-50,8.64006370966e-50,0.0
