0.0 0.0,0.0 1.0,0.0 2.0,0.0 3.0,0.0 4.0,1.0 0.0,1.0 1.0,1.0 2.0,1.0 3.0,1.0 4.0,2.0 0.0,2.0 1.0,2.0 2.0,2.0 3.0,2.0 4.0,3.0 0.0,3.0 1.0,3.0 2.0,3.0 3.0,3.0 4.0,4.0 0.0,4.0 1.0,4.0 2.0,4.0 3.0,4.0 4.0,other
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0
0.0385416666667,0.0385416666667,0.0385416666667,0.0385416667233,0.0385416667019,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0385416666667,0.0610206537541,0.0525210128208,0.0
0.0365507123578,0.0365507123578,0.0365507123578,0.0365507125217,0.0365507124597,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.0365507123578,0.091530107713,0.0678035077911,0.0
0.0339254971547,0.0339254971547,0.0339254971547,0.0339254975803,0.033925497419,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971547,0.0339254971548,0.0339254971547,0.134178856628,0.0855347081237,0.0
0.0306267182389,0.0306267182389,0.0306267182389,0.0306267195267,0.0306267190373,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182389,0.0306267182426,0.0306267182389,0.190893378204,0.104692100211,0.0
0.026733045136,0.026733045136,0.026733045136,0.0267330502857,0.0267330483217,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.026733045136,0.0267330460682,0.026733045136,0.261702610556,0.123437342048,0.0
0.0224726555246,0.0224726555258,0.0224726555246,0.0224726830008,0.0224726724785,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224726555246,0.0224732921994,0.0224726555247,0.343745550247,0.13938269158,0.0
0.0183292232748,0.0183292344534,0.0183292232748,0.018329393295,0.0183293278981,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232748,0.0183292232749,0.0190873546816,0.0183292232766,0.427885145776,0.149784301673,0.0
0.0179460911881,0.0179479451781,0.0179460911881,0.0179462766191,0.0179462052588,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.0179460911881,0.017946091371,0.036055611751,0.0179460911917,0.421946072554,0.147182155879,0.0
0.0173579213193,0.017360625375,0.0173579213193,0.0173581048797,0.0173580342303,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579213193,0.0173579217564,0.0674178355994,0.0173579213242,0.408457842874,0.142247051533,0.0
0.0163829717873,0.0163857423279,0.0163829717873,0.0163831441042,0.0163830777813,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829717873,0.0163829726409,0.122883866011,0.0163829717928,0.383234432033,0.133453272926,0.0
0.0148169635342,0.0148194519972,0.0148169635342,0.0148171169879,0.0148170579252,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635343,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169635342,0.0148169653548,0.213319779974,0.0148169635395,0.341612386112,0.119091898028,0.0
0.0125781862414,0.0125802376008,0.0125781862414,0.0125783127155,0.0125782640369,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862415,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.0125781862414,0.012578191994,0.342831974682,0.0125781862458,0.281924343267,0.0985213233548,0.0
0.00989880307593,0.00990033071543,0.00989880307591,0.00989889726061,0.00989886100992,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307601,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989880307591,0.00989883796039,0.497844545749,0.00989880307925,0.210479778977,0.0739002929573,0.0
0.00730122972548,0.00730224963406,0.00730122972546,0.00730129260665,0.00730126840435,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972554,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730122972546,0.00730156770159,0.64812399547,0.0073012297277,0.141216501664,0.0500309894588,0.0
0.00525012460866,0.00525074360094,0.00525012460865,0.00525016277185,0.00525014808324,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460871,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525012460865,0.00525316199247,0.766785730491,0.00525012461001,0.0865245852266,0.0311832248767,0.0
