-0.5 -0.5,-0.5 -1.0,-0.5 -1.5,-0.5 0.0,-0.5 0.5,-0.5 1.0,-0.5 1.5,-0.5 2.0,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.875
0.0174596479794,0.0181649481266,0.0186720828036,0.0186814448445,0.0165823476462,0.0162280234388,0.0159083566353,0.0157456699205,0.862557478605
0.0194101556077,0.020971569015,0.0221464887283,0.0221435943125,0.0176814779779,0.0169125186019,0.0162405094991,0.0158927597369,0.848600926521
0.0214494770193,0.0240161627302,0.0260363587107,0.025986464054,0.0189616303879,0.0177034063007,0.0166421305456,0.0160808249401,0.833123545311
0.0235385820796,0.0272464851862,0.0302968773291,0.0301508322355,0.0204738310995,0.0186327981489,0.0171415216277,0.0163299022051,0.816189170088
0.0256263432347,0.0305847327041,0.0348437487168,0.0345392140732,0.0222832222112,0.0197405664982,0.0177763257917,0.0166663973516,0.797939449418
0.0276514743096,0.0339295929937,0.0395518189423,0.0390179241969,0.0244710985093,0.0210738417052,0.0185950318874,0.0171234481392,0.778585769316
0.0295468843593,0.0371635051244,0.0442615514825,0.0434270560015,0.027136546018,0.022684915536,0.0196581337145,0.0177404809485,0.758380926815
0.0312458824767,0.0401643985427,0.048793705025,0.0475973673408,0.0303980521664,0.0246272900182,0.0210391321149,0.0185619142559,0.737572258059
0.0326885862574,0.0428187928221,0.0529687564184,0.0513694667775,0.0343960870323,0.0269499896286,0.0228260602076,0.0196352994915,0.716346961365
0.0338264790156,0.0450319752887,0.0566248185685,0.0546089338296,0.0392980226159,0.029690382541,0.0251245789172,0.0210093196799,0.694785489544
0.0346238640705,0.0467323122545,0.0596285439591,0.0572129365898,0.045306539449,0.0328653541725,0.0280636674204,0.0227316883869,0.672835093697
0.0350564734915,0.0478697523886,0.0618774334321,0.0591082742797,0.052672023357,0.0364599709709,0.031804617522,0.0248461446179,0.65030530994
