0.0 0.0,0.0 10.0,10.0 0.0,10.0 10.0,other
0.25,0.25,0.25,0.25,0.0
0.375889931902,0.200011669618,0.224097507514,0.200000890966,0.0
0.490151104011,0.149607350714,0.210643875976,0.1495976693,0.0
0.553974680794,0.109915488055,0.226201687451,0.1099081437,0.0
0.564239464681,0.0814986243744,0.272768789534,0.0814931214108,0.0
0.533897321354,0.060146512811,0.345813742234,0.0601424236019,0.0
0.474349723059,0.0432707364309,0.439111765278,0.0432677752327,0.0
0.397444886312,0.0299126804109,0.542731798842,0.0299106344352,0.0
0.316102670625,0.0197692071391,0.644360143459,0.0197679787769,0.0
0.241191041926,0.0125348595022,0.733739341136,0.0125347574359,0.0
0.178772680486,0.00769335751136,0.805838355014,0.00769560698813,0.0
0.130205686202,0.00462079548228,0.86054606916,0.00462744915533,0.0
0.094019927421,0.00274499309005,0.900477569496,0.00275750999253,0.0
0.0677193830442,0.00162708080605,0.929008590672,0.00164494547758,0.0
0.0488270728795,0.000968042058219,0.949215851986,0.000989033076106,0.0
0.0353013658483,0.000579823848118,0.963517501324,0.000601308979382,0.0
0.0256042329373,0.000349914485348,0.973676002369,0.00036985020852,0.0
0.0186274188715,0.000212662893172,0.980930018087,0.000229900147897,0.0
0.0135872372215,0.000130031553934,0.986138547981,0.000144183243746,0.0
0.0099320200062,7.98993434872e-05,0.989897006095,9.10745550444e-05,0.0
0.00727238035598,4.92857120237e-05,0.992620483411,5.7850521345e-05,0.0
0.00533190032214,3.04927930972e-05,0.994600702339,3.69045453264e-05,0.0
0.00391308676242,1.8908670071e-05,0.996044385467,2.36191005183e-05,0.0
0.00287397756502,1.17454309361e-05,0.997099123719,1.51532849583e-05,0.0
0.00211199231702,7.30523275866e-06,0.997870962833,9.73961719109e-06,0.0
0.00155268878184,4.54793595784e-06,0.99843649475,6.26853233741e-06,0.0
0.00114186002556,2.83336817142e-06,0.998851268045,4.03856095392e-06,0.0
0.000839929101258,1.76611999857e-06,0.99915570096,2.60381858029e-06,0.0
0.000617941697454,1.10130209092e-06,0.999379277293,1.67970787103e-06,0.0
0.000454682237232,6.86938137377e-07,0.999543546815,1.08400981536e-06,0.0
0.000334587418199,4.28569240099e-07,0.99966428423,6.99782089048e-07,0.0
0.000246230369279,2.6741907512e-07,0.999753050368,4.51843865715e-07,0.0
0.000181215804089,1.6688369864e-07,0.999818325513,2.91799592199e-07,0.0
0.000133372744614,1.04153150396e-07,0.999866334636,1.88466027191e-07,0.0
9.81635657923e-05,6.50067027076e-08,0.999901649691,1.21736230941e-07,0.0
7.22507857031e-05,4.05755043215e-08,0.99992763,7.86384406435e-08,0.0
5.31791591427e-05,2.53270431519e-08,0.999946744713,5.08008231042e-08,0.0
3.91422020474e-05,1.58094199318e-08,0.99996080917,3.28187420684e-08,0.0
2.88106230931e-05,9.86859651841e-09,0.999971158306,2.12023693575e-08,0.0
2.12061928236e-05,6.160284227e-09,0.999978773949,1.36979371196e-08,0.0
1.56089870251e-05,3.84547906582e-09,0.999984378318,8.84977147431e-09,0.0
1.14891573081e-05,2.40050906627e-09,0.999988502725,5.71759574747e-09,0.0
8.45673446862e-06,1.49850640655e-09,0.999991538073,3.69401070905e-09,0.0
6.22469384053e-06,9.35439254862e-10,0.999993771984,2.38663109031e-09,0.0
4.58177621192e-06,5.83947567115e-10,0.999995416098,1.54196399617e-09,0.0
3.37248615023e-06,3.6452981513e-10,0.999996626153,9.96241192209e-10,0.0
2.48237157156e-06,2.27558440457e-10,0.999997516757,6.43658826869e-10,0.0
1.82718967813e-06,1.42053962016e-10,0.999998172252,4.15860508425e-10,0.0
1.34493299075e-06,8.86776403161e-11,0.99999865471,2.68682981114e-10,0.0
9.89960314805e-07,5.53573358628e-11,0.999999009811,1.73593326103e-10,0.0
7.28676922038e-07,3.45570321383e-11,0.999999271176,1.1215694632e-10,0.0
5.36354974436e-07,2.15723690912e-11,0.999999463551,7.24635386681e-11,0.0
3.947931969e-07,1.34666433222e-11,0.999999605147,4.68180213536e-11,0.0
2.90594268521e-07,8.4066110409e-12,0.999999709367,3.02486980181e-11,0.0
2.1389688273e-07,5.24786446043e-12,0.999999786078,1.9543412601e-11,0.0
1.57442467002e-07,3.27600314125e-12,0.999999842542,1.26268254639e-11,0.0
1.15888230502e-07,2.04505994018e-12,0.999999884102,8.15808074213e-12,0.0
8.53015235174e-08,1.2766380884e-12,0.999999914692,5.27086453448e-12,0.0
6.27876533752e-08,7.96947239737e-13,0.999999937208,3.40545961653e-12,0.0
4.62159326903e-08,4.97498020411e-13,0.999999953781,2.2002378562e-12,0.0
3.40180328571e-08,3.10565459511e-13,0.99999996598,1.42155459694e-12,0.0
2.50395588818e-08,1.93871939654e-13,0.999999974959,9.18454117157e-13,0.0
1.84307985999e-08,1.210254659e-13,0.999999981568,5.93405262927e-13,0.0
1.35663068176e-08,7.55507143015e-14,0.999999986433,3.83394013707e-13,0.0
9.98571386939e-09,4.71628877904e-14,0.999999990014,2.47707562192e-13,0.0
7.35015675488e-09,2.94416540703e-14,0.99999999265,1.6004171839e-13,0.0
5.41020953663e-09,1.83790908066e-14,0.99999999459,1.0340157371e-13,0.0
3.98227796226e-09,1.14732337706e-14,0.999999996018,6.68068650576e-14,0.0
2.93122432224e-09,7.16222008951e-15,0.999999997069,4.31633394978e-14,0.0
2.15757817865e-09,4.47104954953e-15,0.999999997842,2.78874615449e-14,0.0
1.58812260249e-09,2.79107369571e-15,0.999999998412,1.80178485164e-14,0.0
1.16896501196e-09,1.74234087421e-15,0.999999998831,1.16411766263e-14,0.0
8.60436843715e-10,1.08766448133e-15,0.99999999914,7.52126388599e-15,0.0
6.33339368232e-10,6.78979665772e-16,0.999999999367,4.85942377571e-15,0.0
4.66180357498e-10,4.23856248487e-16,0.999999999534,3.1396318225e-15,0.0
3.4314008672e-10,2.64594255878e-16,0.999999999657,2.0284890635e-15,0.0
2.52574174843e-10,1.65174208248e-16,0.999999999747,1.31058930292e-15,0.0
1.85911574514e-10,1.03110776095e-16,0.999999999814,8.46760454426e-16,0.0
1.36843418616e-10,6.43673867761e-17,0.999999999863,5.47084632594e-16,0.0
1.00725956778e-10,4.01816438356e-17,0.999999999899,3.53466666616e-16,0.0
7.41410765071e-11,2.50835800904e-17,0.999999999926,2.28371767316e-16,0.0
5.45728171918e-11,1.565854281e-17,0.999999999945,1.47549030886e-16,0.0
4.01692626623e-11,9.77491897306e-18,0.99999999996,9.53301573658e-17,0.0
