-0.5 1.0,-0.5 2.0,0.0 1.0,0.0 1.5,0.0 2.0,other
0.0123456790123,0.0123456790123,0.0123456790123,0.0123456790123,0.0123456790123,0.938271604938
0.0124122629236,0.0123686662808,0.0144314080667,0.0144366974214,0.0143917647128,0.931959200595
0.0124694711808,0.0123812331738,0.0168404849882,0.0168544095411,0.0167463352144,0.924708065902
0.0125158518752,0.012381946118,0.0196133469483,0.0196407564518,0.0194459827792,0.916402115828
0.0125498682235,0.0123693007401,0.0227921632968,0.0228399648282,0.0225283250465,0.906920377865
0.012569936514,0.0123417618055,0.0264196811366,0.0264975539246,0.0260308131325,0.896140253487
0.0125744811548,0.0122978197806,0.0305376191255,0.0306589185158,0.0299891269288,0.883942034495
0.0125620090343,0.0122360658605,0.03518456538,0.0353674382808,0.0344351319899,0.870214789454
0.0125312039446,0.012155285774,0.0403933779267,0.040662100021,0.0393944167865,0.854863615547
0.0124810393638,0.0120545702049,0.0461881531301,0.0465746773848,0.0448834951248,0.837818064791
0.0124109044054,0.0119334362261,0.0525809189801,0.0531265942478,0.0509068446057,0.819041301535
0.0123207334107,0.011791949981,0.0595683188888,0.0603256972141,0.0574540494837,0.798539251022
0.0122111251269,0.0116308365987,0.0671286604347,0.068163265534,0.0644974072804,0.776368705025
0.0120834337547,0.0114515600923,0.0752197840856,0.0766116687356,0.0719904159888,0.752643137343
0.0119398128355,0.0112563551474,0.0837782240065,0.0856231118531,0.0798675510854,0.727534945072
0.0117831953942,0.0110481955962,0.0927200540032,0.0951298546501,0.0880456426511,0.701273057705
0.0116172007601,0.0108306916291,0.101943621528,0.10504613784,0.0964269655672,0.674135382676
0.0114459695546,0.0106079188062,0.111334088918,0.115271806517,0.104903884006,0.646436332199
0.0112739413094,0.0103841944844,0.120769379356,0.125697333321,0.113364602878,0.618510548651
0.011105600672,0.0101638280388,0.13012684878,0.13620968247,0.121699351596,0.590694688444
0.01094522461,0.00995087686251,0.139289857449,0.146698296259,0.12980623074,0.56330951408
0.0107966622446,0.00974893861264,0.14815344547,0.157060478011,0.137596024287,0.536644451375
0.0106631711312,0.00956100192181,0.156628517526,0.167205592444,0.144995499241,0.510946217735
0.0105473215385,0.00938936549263,0.164644250419,0.177057759237,0.151949013873,0.48641228944
0.0104509674141,0.00923562289795,0.172148760983,0.186557001647,0.158418548822,0.463189098236
0.0103752727454,0.00910070086426,0.17910832736,0.195659053829,0.164382489748,0.441374155454
0.0103207768407,0.00898493405087,0.185505595423,0.204334178905,0.169833590649,0.421020924132
0.010287481665,0.00888815923883,0.191337220777,0.212565392796,0.174776538834,0.40214520669
0.0102749473347,0.00880981497763,0.1966113257,0.220346445698,0.179225459619,0.384732006671
0.010282386289,0.0087490372248,0.201345035517,0.22767981995,0.183201584469,0.36874213655
0.0103087508325,0.00870474577175,0.205562242156,0.234574897374,0.186731197567,0.354118166298
0.0103528117498,0.00867571938133,0.209291651687,0.241046359093,0.189843894814,0.340789563275
0.0104132273159,0.00866065936688,0.212565117586,0.247112820484,0.192571142254,0.328677032992
0.0104886026052,0.00865824210129,0.215416238189,0.252795674779,0.19494510246,0.317696139866
0.0105775390616,0.00866716112165,0.21787919395,0.25811811315,0.196997696523,0.307760296193
0.0106786742889,0.00868615950247,0.219987805372,0.26310429625,0.198759875016,0.298783189571
0.0107907121936,0.00871405323608,0.221774797065,0.267778662083,0.200261076447,0.290680698974
0.0109124439693,0.00874974652996,0.2232712538,0.27216536215,0.201528853394,0.283372340156
0.0110427608349,0.00879224014212,0.224506251051,0.276287819848,0.202588645215,0.276782282909
