subject,datestamp,timestamp,version,condition,opType,opChoice,choice,payoffSubj1,payoffSubj2,payoffOpp1,payoffOpp2,rt,score,globalRound,matchRound,id
A1YC558J4E5KZ_lit3,4/17/2015,23:17:45,lit4,1,2,1,1,-2,-1,2,-5,673,39,44,4,2379
A1YC558J4E5KZ_lit3,4/17/2015,23:17:51,lit4,1,2,1,1,-2,-1,2,-5,628,36,45,5,2380
A1YC558J4E5KZ_lit3,4/17/2015,23:17:56,lit4,1,2,1,1,-2,-1,2,-5,527,33,46,6,2381
A1YC558J4E5KZ_lit3,4/17/2015,23:18:03,lit4,1,2,1,1,-2,-1,2,-5,640,30,47,7,2383
A1YC558J4E5KZ_lit3,4/17/2015,23:18:09,lit4,1,2,1,1,-2,-1,2,-5,651,27,48,8,2384
A1YC558J4E5KZ_lit3,4/17/2015,23:18:15,lit4,1,2,1,1,-2,-1,2,-5,628,24,49,9,2386
A2GZN7DE7UKJRU_lit3,4/17/2015,20:58:06,lit4,1,5,1,1,-2,-1,2,-5,1009,97,1,1,2042
A2GZN7DE7UKJRU_lit3,4/17/2015,20:58:48,lit4,1,5,1,0,-2,0,2,0,753,95,2,2,2043
A2GZN7DE7UKJRU_lit3,4/17/2015,21:00:08,lit4,1,5,1,0,-2,0,2,0,754,93,3,3,2044
A2GZN7DE7UKJRU_lit3,4/17/2015,21:00:28,lit4,1,5,1,0,-2,0,2,0,753,91,4,4,2045
A2GZN7DE7UKJRU_lit3,4/17/2015,21:00:55,lit4,1,5,1,0,-2,0,2,0,1002,89,5,5,2046
A2GZN7DE7UKJRU_lit3,4/17/2015,21:02:02,lit4,1,5,1,0,-2,0,2,0,689,87,6,6,2047
A2GZN7DE7UKJRU_lit3,4/17/2015,21:02:27,lit4,1,5,1,0,-2,0,2,0,792,85,7,7,2048
A2GZN7DE7UKJRU_lit3,4/17/2015,21:02:54,lit4,1,5,1,1,-2,-1,2,-5,2013,82,8,8,2049
A2GZN7DE7UKJRU_lit3,4/17/2015,21:03:36,lit4,1,5,1,0,-2,0,2,0,970,80,9,9,2050
A2GZN7DE7UKJRU_lit3,4/17/2015,21:04:53,lit4,1,4,1,1,-2,-1,2,-5,653,77,10,1,2051
A2GZN7DE7UKJRU_lit3,4/17/2015,21:05:24,lit4,1,4,0,1,0,-1,0,-5,627,76,11,2,2052
A2GZN7DE7UKJRU_lit3,4/17/2015,21:05:31,lit4,0,1,0,0,0,0,0,0,658,76,12,1,2053
A2GZN7DE7UKJRU_lit3,4/17/2015,21:06:15,lit4,0,1,1,1,2,-5,-2,-1,598,73,13,2,2054
A2GZN7DE7UKJRU_lit3,4/17/2015,21:07:00,lit4,0,1,0,1,2,0,-2,0,12109,75,14,3,2055
A2GZN7DE7UKJRU_lit3,4/17/2015,21:07:40,lit4,0,1,0,0,2,0,0,0,666,77,15,4,2056
A2GZN7DE7UKJRU_lit3,4/17/2015,21:08:16,lit4,0,1,0,1,2,0,-2,0,704,79,16,5,2057
A2GZN7DE7UKJRU_lit3,4/17/2015,21:08:40,lit4,0,1,0,0,2,0,0,0,629,81,17,6,2058
A2GZN7DE7UKJRU_lit3,4/17/2015,21:09:47,lit4,0,1,0,1,2,0,-2,0,566,83,18,7,2059
A2GZN7DE7UKJRU_lit3,4/17/2015,21:09:57,lit4,0,1,0,1,2,0,-2,0,659,85,19,8,2060
A2GZN7DE7UKJRU_lit3,4/17/2015,21:10:08,lit4,1,3,1,0,-2,0,2,0,769,83,20,1,2061
A2GZN7DE7UKJRU_lit3,4/17/2015,21:10:15,lit4,1,3,1,1,-2,-1,2,-5,1078,80,21,2,2062
A2GZN7DE7UKJRU_lit3,4/17/2015,21:10:37,lit4,1,3,0,0,0,0,0,0,682,80,22,3,2063
A2GZN7DE7UKJRU_lit3,4/17/2015,21:10:53,lit4,1,6,1,0,-2,0,2,0,972,78,23,1,2064
A2GZN7DE7UKJRU_lit3,4/17/2015,21:11:12,lit4,1,6,1,1,-2,-1,2,-5,583,75,24,2,2065
A2GZN7DE7UKJRU_lit3,4/17/2015,21:11:36,lit4,1,6,1,0,-2,0,2,0,915,73,25,3,2066
A2GZN7DE7UKJRU_lit3,4/17/2015,21:12:07,lit4,1,6,1,1,-2,-1,2,-5,794,70,26,4,2068
A2GZN7DE7UKJRU_lit3,4/17/2015,21:12:32,lit4,1,6,1,1,-2,-1,2,-5,864,67,27,5,2071
A2GZN7DE7UKJRU_lit3,4/17/2015,21:12:49,lit4,1,6,1,1,-2,-1,2,-5,985,64,28,6,2072
A2GZN7DE7UKJRU_lit3,4/17/2015,21:12:55,lit4,0,2,0,0,-2,0,0,0,696,62,29,1,2073
A2GZN7DE7UKJRU_lit3,4/17/2015,21:28:05,lit4,0,2,0,0,-2,0,0,0,499,60,30,2,2204
A2GZN7DE7UKJRU_lit3,4/17/2015,21:28:32,lit4,0,2,1,1,2,-5,-2,-1,392,57,31,3,2205
A2GZN7DE7UKJRU_lit3,4/17/2015,21:28:47,lit4,0,2,0,1,2,0,-2,0,497,59,32,4,2206
A2GZN7DE7UKJRU_lit3,4/17/2015,21:28:53,lit4,0,2,0,0,2,0,0,0,691,61,33,5,2207
A2GZN7DE7UKJRU_lit3,4/17/2015,21:29:03,lit4,0,2,0,0,2,0,0,0,2950,63,34,6,2208
A2GZN7DE7UKJRU_lit3,4/17/2015,21:29:09,lit4,0,2,0,1,2,0,-2,0,708,65,35,7,2209
A2GZN7DE7UKJRU_lit3,4/17/2015,21:29:28,lit4,0,2,0,0,2,0,0,0,1754,67,36,8,2210
A2GZN7DE7UKJRU_lit3,4/17/2015,21:29:37,lit4,0,2,0,1,2,0,-2,0,973,69,37,9,2211
A2GZN7DE7UKJRU_lit3,4/17/2015,21:29:56,lit4,0,2,0,1,2,0,-2,0,1455,71,38,10,2212
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:03,lit4,0,0,0,0,2,0,0,0,834,73,39,1,2213
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:13,lit4,0,0,0,0,2,0,0,0,813,75,40,2,2214
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:16,lit4,0,0,1,1,2,-5,-2,-1,685,72,41,3,2215
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:20,lit4,0,7,0,0,2,0,0,0,706,74,42,1,2216
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:23,lit4,0,7,1,1,2,-5,-2,-1,551,71,43,2,2217
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:24,lit4,0,7,1,1,2,-5,-2,-1,551,66,44,3,2218
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:27,lit4,0,7,1,1,2,-5,-2,-1,785,63,45,4,2219
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:28,lit4,0,7,0,0,2,0,0,0,550,65,46,5,2220
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:29,lit4,0,7,0,0,2,0,0,0,550,65,47,6,2221
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:32,lit4,0,7,0,0,2,0,0,0,723,67,48,7,2222
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:33,lit4,0,7,0,0,2,0,0,0,723,67,49,7,2223
A2GZN7DE7UKJRU_lit3,4/17/2015,21:30:36,lit4,0,7,0,0,2,0,0,0,723,67,50,8,2224
A2IB6M3TAYO525_lit3,4/17/2015,19:38:47,lit4,0,2,1,1,2,-5,-2,-1,6013,97,1,1,361
A2IB6M3TAYO525_lit3,4/17/2015,19:38:57,lit4,0,2,0,1,2,0,-2,0,2684,99,2,2,379
A2IB6M3TAYO525_lit3,4/17/2015,19:39:06,lit4,0,2,0,1,2,0,-2,0,2100,101,3,3,398
A2IB6M3TAYO525_lit3,4/17/2015,19:39:13,lit4,0,2,0,1,2,0,-2,0,1523,103,4,4,419
A2IB6M3TAYO525_lit3,4/17/2015,19:39:21,lit4,0,2,0,1,2,0,-2,0,1484,105,5,5,438
A2IB6M3TAYO525_lit3,4/17/2015,19:39:34,lit4,0,1,1,1,2,-5,-2,-1,1878,102,6,1,469
A2IB6M3TAYO525_lit3,4/17/2015,19:39:41,lit4,0,1,0,1,2,0,-2,0,676,104,7,2,484
A2IB6M3TAYO525_lit3,4/17/2015,19:39:47,lit4,0,1,0,1,2,0,-2,0,780,106,8,3,499
A2IB6M3TAYO525_lit3,4/17/2015,19:39:54,lit4,0,1,0,1,2,0,-2,0,989,108,9,4,519
A2IB6M3TAYO525_lit3,4/17/2015,19:40:01,lit4,0,1,0,1,2,0,-2,0,908,110,10,5,534
A2IB6M3TAYO525_lit3,4/17/2015,19:40:07,lit4,0,1,0,1,2,0,-2,0,788,112,11,6,548
A2IB6M3TAYO525_lit3,4/17/2015,19:40:13,lit4,0,1,0,1,2,0,-2,0,677,114,12,7,563
A2IB6M3TAYO525_lit3,4/17/2015,19:40:18,lit4,0,1,0,1,2,0,-2,0,581,116,13,8,578
A2IB6M3TAYO525_lit3,4/17/2015,19:40:30,lit4,1,3,1,1,-2,-1,2,-5,2365,113,14,1,605
A2IB6M3TAYO525_lit3,4/17/2015,19:40:45,lit4,1,3,0,1,0,-1,0,-5,5301,112,15,2,634
A2IB6M3TAYO525_lit3,4/17/2015,19:40:53,lit4,1,3,0,1,0,-1,0,-5,1597,111,16,3,658
A2IB6M3TAYO525_lit3,4/17/2015,19:41:01,lit4,1,3,0,0,0,0,0,0,1183,111,17,4,678
A2IB6M3TAYO525_lit3,4/17/2015,19:41:09,lit4,1,3,0,0,0,0,0,0,2485,111,18,5,696
A2IB6M3TAYO525_lit3,4/17/2015,19:41:18,lit4,1,3,0,0,0,0,0,0,3925,111,19,6,715
A2IB6M3TAYO525_lit3,4/17/2015,19:41:27,lit4,1,3,0,0,0,0,0,0,1573,111,20,7,731
A2IB6M3TAYO525_lit3,4/17/2015,19:41:35,lit4,0,0,1,1,2,-5,-2,-1,1467,108,21,1,744
A2IB6M3TAYO525_lit3,4/17/2015,19:41:43,lit4,0,0,1,1,2,-5,-2,-1,2802,105,22,2,765
A2IB6M3TAYO525_lit3,4/17/2015,19:41:50,lit4,0,0,1,1,2,-5,-2,-1,1068,102,23,3,779
A2IB6M3TAYO525_lit3,4/17/2015,19:42:01,lit4,0,0,1,1,2,-5,-2,-1,1188,99,24,4,799
A2IB6M3TAYO525_lit3,4/17/2015,19:42:09,lit4,0,0,0,0,2,0,0,0,1316,101,25,5,816
A2IB6M3TAYO525_lit3,4/17/2015,19:42:16,lit4,0,0,1,1,2,-5,-2,-1,844,98,26,6,830
A2IB6M3TAYO525_lit3,4/17/2015,19:42:26,lit4,0,0,1,1,2,-5,-2,-1,1436,95,27,7,849
A2IB6M3TAYO525_lit3,4/17/2015,19:42:42,lit4,1,5,1,0,-2,0,2,0,2862,93,28,1,880
A2IB6M3TAYO525_lit3,4/17/2015,19:42:55,lit4,1,5,1,0,-2,0,2,0,1062,91,29,2,904
A2IB6M3TAYO525_lit3,4/17/2015,19:43:04,lit4,1,5,1,0,-2,0,2,0,2461,89,30,3,925
A2IB6M3TAYO525_lit3,4/17/2015,19:43:20,lit4,1,6,1,0,-2,0,2,0,2366,87,31,1,956
A2IB6M3TAYO525_lit3,4/17/2015,19:43:28,lit4,1,6,1,0,-2,0,2,0,1558,85,32,2,969
A2IB6M3TAYO525_lit3,4/17/2015,19:43:37,lit4,1,6,1,0,-2,0,2,0,1151,83,33,3,985
A2IB6M3TAYO525_lit3,4/17/2015,19:43:43,lit4,1,6,1,0,-2,0,2,0,973,81,34,4,993
A2IB6M3TAYO525_lit3,4/17/2015,19:43:52,lit4,1,6,1,0,-2,0,2,0,1285,79,35,5,1007
A2IB6M3TAYO525_lit3,4/17/2015,19:43:59,lit4,1,6,1,0,-2,0,2,0,1743,77,36,6,1021
A2IB6M3TAYO525_lit3,4/17/2015,19:44:08,lit4,1,4,1,0,-2,0,2,0,1806,75,37,1,1036
A2IB6M3TAYO525_lit3,4/17/2015,19:44:14,lit4,1,4,1,0,-2,0,2,0,1231,73,38,2,1045
A2IB6M3TAYO525_lit3,4/17/2015,19:44:21,lit4,1,4,1,0,-2,0,2,0,1517,71,39,3,1057
A2IB6M3TAYO525_lit3,4/17/2015,19:44:27,lit4,1,4,1,0,-2,0,2,0,1245,69,40,4,1069
A2IB6M3TAYO525_lit3,4/17/2015,19:44:34,lit4,1,4,1,0,-2,0,2,0,1221,67,41,5,1077
A2IB6M3TAYO525_lit3,4/17/2015,19:44:40,lit4,1,4,1,0,-2,0,2,0,941,65,42,6,1089
A2IB6M3TAYO525_lit3,4/17/2015,19:44:48,lit4,1,4,1,0,-2,0,2,0,982,63,43,7,1101
A2IB6M3TAYO525_lit3,4/17/2015,19:44:57,lit4,1,4,1,0,-2,0,2,0,1042,61,44,8,1110
A2IB6M3TAYO525_lit3,4/17/2015,19:45:03,lit4,0,7,0,0,-2,0,0,0,1101,59,45,1,1118
A2IB6M3TAYO525_lit3,4/17/2015,19:45:11,lit4,0,7,1,1,2,-5,-2,-1,1949,56,46,2,1125
A2IB6M3TAYO525_lit3,4/17/2015,19:45:20,lit4,0,7,1,1,2,-5,-2,-1,916,53,47,3,1130
A2IB6M3TAYO525_lit3,4/17/2015,19:45:26,lit4,0,7,1,1,2,-5,-2,-1,901,50,48,4,1135
A2IB6M3TAYO525_lit3,4/17/2015,19:45:36,lit4,0,7,1,1,2,-5,-2,-1,2516,47,49,5,1144
A2IB6M3TAYO525_lit3,4/17/2015,19:45:43,lit4,0,7,1,1,2,-5,-2,-1,1405,44,50,6,1150
A2IB6M3TAYO525_lit3,4/17/2015,19:45:50,lit4,0,7,1,1,2,-5,-2,-1,1947,41,51,7,1154
A2NA2OJT15COZY_lit3,4/17/2015,20:01:56,lit4,0,0,0,0,0,0,0,0,4992,100,1,1,1482
A2NA2OJT15COZY_lit3,4/17/2015,20:02:04,lit4,0,0,0,0,0,0,0,0,1147,100,2,2,1483
A2NA2OJT15COZY_lit3,4/17/2015,20:02:11,lit4,0,0,0,0,0,0,0,0,1614,100,3,3,1484
A2NA2OJT15COZY_lit3,4/17/2015,20:02:17,lit4,0,0,0,0,0,0,0,0,1113,100,4,4,1485
A2NA2OJT15COZY_lit3,4/17/2015,20:02:34,lit4,1,4,1,0,-2,0,2,0,2019,98,5,1,1487
A2NA2OJT15COZY_lit3,4/17/2015,20:02:40,lit4,1,4,1,0,-2,0,2,0,1547,96,6,2,1489
A2NA2OJT15COZY_lit3,4/17/2015,20:02:46,lit4,1,4,1,0,-2,0,2,0,815,94,7,3,1491
A2NA2OJT15COZY_lit3,4/17/2015,20:02:52,lit4,1,4,1,0,-2,0,2,0,1065,92,8,4,1493
A2NA2OJT15COZY_lit3,4/17/2015,20:02:59,lit4,1,4,1,0,-2,0,2,0,912,90,9,5,1494
A2NA2OJT15COZY_lit3,4/17/2015,20:03:04,lit4,1,4,1,0,-2,0,2,0,786,88,10,6,1495
A2NA2OJT15COZY_lit3,4/17/2015,20:03:10,lit4,1,4,1,0,-2,0,2,0,680,86,11,7,1497
A2NA2OJT15COZY_lit3,4/17/2015,20:03:15,lit4,1,4,1,0,-2,0,2,0,853,84,12,8,1498
A2NA2OJT15COZY_lit3,4/17/2015,20:03:23,lit4,1,4,1,0,-2,0,2,0,1200,82,13,9,1500
A2NA2OJT15COZY_lit3,4/17/2015,20:03:29,lit4,1,4,1,0,-2,0,2,0,918,80,14,10,1501
A2NA2OJT15COZY_lit3,4/17/2015,20:03:40,lit4,0,2,0,0,-2,0,0,0,1170,78,15,1,1502
A2NA2OJT15COZY_lit3,4/17/2015,20:03:44,lit4,0,2,0,0,-2,0,0,0,556,76,16,2,1503
A2NA2OJT15COZY_lit3,4/17/2015,20:03:50,lit4,0,2,0,0,-2,0,0,0,446,74,17,3,1504
A2NA2OJT15COZY_lit3,4/17/2015,20:03:55,lit4,0,2,0,0,-2,0,0,0,678,72,18,4,1505
A2NA2OJT15COZY_lit3,4/17/2015,20:04:01,lit4,0,2,0,0,-2,0,0,0,532,70,19,5,1506
A2NA2OJT15COZY_lit3,4/17/2015,20:04:06,lit4,0,2,0,0,-2,0,0,0,700,68,20,6,1507
A2NA2OJT15COZY_lit3,4/17/2015,20:04:12,lit4,0,2,0,0,-2,0,0,0,672,66,21,7,1508
A2NA2OJT15COZY_lit3,4/17/2015,20:04:17,lit4,0,2,0,0,-2,0,0,0,679,64,22,8,1509
A2NA2OJT15COZY_lit3,4/17/2015,20:04:23,lit4,0,2,0,0,-2,0,0,0,596,62,23,9,1510
A2NA2OJT15COZY_lit3,4/17/2015,20:04:28,lit4,0,2,0,0,-2,0,0,0,695,60,24,10,1511
A2NA2OJT15COZY_lit3,4/17/2015,20:04:39,lit4,1,6,1,0,-2,0,2,0,667,58,25,1,1512
A2NA2OJT15COZY_lit3,4/17/2015,20:04:44,lit4,1,6,1,0,-2,0,2,0,463,56,26,2,1513
A2NA2OJT15COZY_lit3,4/17/2015,20:04:51,lit4,1,6,1,0,-2,0,2,0,1643,54,27,3,1514
A2NA2OJT15COZY_lit3,4/17/2015,20:04:56,lit4,1,6,1,0,-2,0,2,0,422,52,28,4,1515
A2NA2OJT15COZY_lit3,4/17/2015,20:05:02,lit4,1,6,1,0,-2,0,2,0,664,50,29,5,1516
A2NA2OJT15COZY_lit3,4/17/2015,20:05:07,lit4,1,6,1,0,-2,0,2,0,747,48,30,6,1517
A2NA2OJT15COZY_lit3,4/17/2015,20:05:14,lit4,1,6,1,0,-2,0,2,0,1586,46,31,7,1518
A2NA2OJT15COZY_lit3,4/17/2015,20:05:19,lit4,1,6,1,0,-2,0,2,0,596,44,32,8,1519
A2NA2OJT15COZY_lit3,4/17/2015,20:05:24,lit4,1,6,1,0,-2,0,2,0,707,42,33,9,1521
A2NA2OJT15COZY_lit3,4/17/2015,20:05:31,lit4,0,3,0,0,-2,0,0,0,805,40,34,1,1522
A2NA2OJT15COZY_lit3,4/17/2015,20:05:36,lit4,0,3,0,0,-2,0,0,0,484,38,35,2,1524
A2NA2OJT15COZY_lit3,4/17/2015,20:05:42,lit4,0,3,0,0,-2,0,0,0,451,36,36,3,1526
A2NA2OJT15COZY_lit3,4/17/2015,20:05:47,lit4,0,3,0,0,-2,0,0,0,462,34,37,4,1527
A2NA2OJT15COZY_lit3,4/17/2015,20:05:52,lit4,0,3,0,0,-2,0,0,0,524,32,38,5,1529
A2NA2OJT15COZY_lit3,4/17/2015,20:06:00,lit4,1,5,1,0,-2,0,2,0,588,30,39,1,1531
A2NA2OJT15COZY_lit3,4/17/2015,20:06:06,lit4,1,5,1,0,-2,0,2,0,455,28,40,2,1532
A2NA2OJT15COZY_lit3,4/17/2015,20:06:14,lit4,1,7,1,0,-2,0,2,0,894,26,41,1,1533
A2NA2OJT15COZY_lit3,4/17/2015,20:06:19,lit4,1,7,1,0,-2,0,2,0,545,24,42,2,1535
A2NA2OJT15COZY_lit3,4/17/2015,20:06:25,lit4,1,7,1,0,-2,0,2,0,509,22,43,3,1536
A2NA2OJT15COZY_lit3,4/17/2015,20:06:30,lit4,1,7,1,0,-2,0,2,0,495,20,44,4,1538
A2NA2OJT15COZY_lit3,4/17/2015,20:06:36,lit4,1,7,1,0,-2,0,2,0,466,18,45,5,1540
A2NA2OJT15COZY_lit3,4/17/2015,20:06:41,lit4,1,7,1,0,-2,0,2,0,628,16,46,6,1542
A2NA2OJT15COZY_lit3,4/17/2015,20:06:47,lit4,0,1,0,0,-2,0,0,0,899,14,47,1,1544
A2NA2OJT15COZY_lit3,4/17/2015,20:06:53,lit4,0,1,0,0,-2,0,0,0,567,12,48,2,1546
A2NA2OJT15COZY_lit3,4/17/2015,20:06:58,lit4,0,1,0,0,-2,0,0,0,571,10,49,3,1547
A2NA2OJT15COZY_lit3,4/17/2015,20:07:04,lit4,0,1,0,0,-2,0,0,0,744,8,50,4,1549
A2OO4PG3LBLP5I_lit3,4/17/2015,21:11:47,lit4,1,4,1,0,-2,0,2,0,17189,98,1,1,2067
A2OO4PG3LBLP5I_lit3,4/17/2015,21:12:11,lit4,1,4,1,0,-2,0,2,0,12801,96,2,2,2069
A2OO4PG3LBLP5I_lit3,4/17/2015,21:12:28,lit4,1,4,1,0,-2,0,2,0,3620,94,3,3,2070
A2OO4PG3LBLP5I_lit3,4/17/2015,21:13:09,lit4,1,5,1,0,-2,0,2,0,1667,92,4,1,2074
A2OO4PG3LBLP5I_lit3,4/17/2015,21:13:18,lit4,1,5,1,0,-2,0,2,0,3043,90,5,2,2075
A2OO4PG3LBLP5I_lit3,4/17/2015,21:13:25,lit4,1,5,1,0,-2,0,2,0,846,88,6,3,2076
A2OO4PG3LBLP5I_lit3,4/17/2015,21:13:36,lit4,1,5,1,0,-2,0,2,0,1612,86,7,4,2077
A2OO4PG3LBLP5I_lit3,4/17/2015,21:13:46,lit4,1,5,1,0,-2,0,2,0,1633,84,8,5,2078
A2OO4PG3LBLP5I_lit3,4/17/2015,21:13:55,lit4,1,5,1,0,-2,0,2,0,897,82,9,6,2079
A2OO4PG3LBLP5I_lit3,4/17/2015,21:14:09,lit4,1,5,1,0,-2,0,2,0,6551,80,10,7,2080
A2OO4PG3LBLP5I_lit3,4/17/2015,21:14:28,lit4,0,6,0,0,-2,0,0,0,11284,78,11,1,2081
A2OO4PG3LBLP5I_lit3,4/17/2015,21:14:46,lit4,0,6,1,1,2,-5,-2,-1,10317,75,12,2,2082
A2OO4PG3LBLP5I_lit3,4/17/2015,21:14:58,lit4,0,6,1,1,2,-5,-2,-1,4835,72,13,3,2083
A2OO4PG3LBLP5I_lit3,4/17/2015,21:16:44,lit4,0,6,0,0,2,0,0,0,4533,74,14,4,2092
A2OO4PG3LBLP5I_lit3,4/17/2015,21:16:53,lit4,0,6,1,1,2,-5,-2,-1,3089,71,15,5,2095
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:01,lit4,0,6,1,1,2,-5,-2,-1,1676,68,16,6,2098
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:08,lit4,0,6,0,0,2,0,0,0,1197,70,17,7,2101
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:16,lit4,0,6,0,0,2,0,0,0,1678,72,18,8,2102
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:22,lit4,0,6,0,0,2,0,0,0,987,74,19,9,2104
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:36,lit4,1,3,1,0,-2,0,2,0,3562,72,20,1,2110
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:42,lit4,1,3,1,0,-2,0,2,0,845,70,21,2,2112
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:48,lit4,1,3,1,0,-2,0,2,0,1006,68,22,3,2115
A2OO4PG3LBLP5I_lit3,4/17/2015,21:17:58,lit4,1,3,1,0,-2,0,2,0,1574,66,23,4,2120
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:04,lit4,1,3,1,0,-2,0,2,0,786,64,24,5,2123
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:10,lit4,1,3,1,0,-2,0,2,0,738,62,25,6,2126
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:16,lit4,1,3,1,0,-2,0,2,0,850,60,26,7,2129
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:22,lit4,1,3,1,0,-2,0,2,0,955,58,27,8,2132
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:29,lit4,1,3,1,0,-2,0,2,0,969,56,28,9,2135
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:35,lit4,1,3,1,0,-2,0,2,0,902,54,29,10,2139
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:45,lit4,1,2,1,0,-2,0,2,0,1186,52,30,1,2144
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:52,lit4,1,2,1,0,-2,0,2,0,928,50,31,2,2147
A2OO4PG3LBLP5I_lit3,4/17/2015,21:18:58,lit4,1,2,1,0,-2,0,2,0,974,48,32,3,2150
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:04,lit4,1,2,1,0,-2,0,2,0,818,46,33,4,2152
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:10,lit4,1,2,1,0,-2,0,2,0,1131,44,34,5,2155
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:16,lit4,1,2,1,0,-2,0,2,0,889,42,35,6,2156
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:22,lit4,1,2,1,0,-2,0,2,0,1504,40,36,7,2159
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:29,lit4,1,2,1,0,-2,0,2,0,1092,38,37,8,2160
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:36,lit4,0,0,0,0,-2,0,0,0,1801,36,38,1,2163
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:42,lit4,0,0,0,0,-2,0,0,0,833,34,39,2,2166
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:49,lit4,0,0,0,0,-2,0,0,0,1014,32,40,3,2170
A2OO4PG3LBLP5I_lit3,4/17/2015,21:19:55,lit4,0,0,0,0,-2,0,0,0,900,30,41,4,2173
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:04,lit4,0,0,0,0,-2,0,0,0,848,28,42,5,2176
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:11,lit4,0,0,0,0,-2,0,0,0,1301,26,43,6,2179
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:23,lit4,0,1,0,0,-2,0,0,0,2995,24,44,1,2182
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:28,lit4,0,1,0,0,-2,0,0,0,571,22,45,2,2184
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:35,lit4,0,1,0,0,-2,0,0,0,1083,20,46,3,2186
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:43,lit4,0,7,0,0,-2,0,0,0,1447,18,47,1,2188
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:50,lit4,0,7,0,0,-2,0,0,0,1068,16,48,2,2189
A2OO4PG3LBLP5I_lit3,4/17/2015,21:20:56,lit4,0,7,0,0,-2,0,0,0,883,14,49,3,2191
A2OO4PG3LBLP5I_lit3,4/17/2015,21:21:02,lit4,0,7,0,0,-2,0,0,0,737,12,50,4,2193
A2OO4PG3LBLP5I_lit3,4/17/2015,21:21:08,lit4,0,7,0,0,-2,0,0,0,1157,10,51,5,2195
A2OO4PG3LBLP5I_lit3,4/17/2015,21:21:20,lit4,0,7,0,0,-2,0,0,0,1034,8,52,6,2198
A2OO4PG3LBLP5I_lit3,4/17/2015,21:21:28,lit4,0,7,0,0,-2,0,0,0,1002,6,53,7,2201
A2OO4PG3LBLP5I_lit3,4/17/2015,21:21:36,lit4,0,7,0,0,-2,0,0,0,2376,4,54,8,2203
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:16:21,lit4,0,7,1,1,2,-5,-2,-1,2715,97,1,1,2084
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:16:27,lit4,0,7,0,0,2,0,0,0,1220,99,2,2,2086
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:16:35,lit4,0,7,1,1,2,-5,-2,-1,1709,96,3,3,2088
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:16:41,lit4,0,7,0,0,2,0,0,0,1029,98,4,4,2090
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:16:48,lit4,0,7,1,1,2,-5,-2,-1,2061,95,5,5,2093
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:16:53,lit4,0,7,0,0,2,0,0,0,622,97,6,6,2096
A2V9WQ4ZG1NUNP_lit3,4/17/2015,21:17:04,lit4,0,7,1,1,2,-5,-2,-1,1325,94,7,7,2099
