0.0 0.0,0.0 1.0,0.0 2.0,0.0 3.0,ASLP,1.0 0.0,1.0 1.0,1.0 2.0,1.0 3.0,1.0 4.0,2.0 0.0,2.0 1.0,2.0 2.0,2.0 3.0,2.0 4.0,3.0 0.0,3.0 1.0,3.0 2.0,3.0 3.0,3.0 4.0,4.0 0.0,LSAPT,4.0 2.0,4.0 3.0,4.0 4.0,other
0.004299377,0.004300035,0.004300186,0.004303947,0.845614096,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299375,0.004299422,0.004299375,0.004299377,0.05549418,0
0.0027343,0.002734661,0.002750327,0.002782498,0.906234186,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734299,0.002734325,0.002734299,0.0027343,0.030812315,0
0.001905471,0.001905674,0.001989615,0.002083173,0.938170752,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905471,0.001905485,0.001905471,0.001905471,0.01774136,0
0.001486884,0.001487008,0.001682856,0.001839128,0.954113238,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486884,0.001486893,0.001486884,0.001486884,0.011140083,0
0.001257979,0.00125806,0.001575758,0.001788687,0.962687734,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257979,0.001257985,0.001257979,0.00125798,0.007530168,0
0.001120724,0.001120778,0.001558238,0.001825721,0.967715193,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120724,0.001120728,0.001120724,0.001120724,0.005365592,0
0.001032913,0.001032951,0.00158589,0.001908808,0.97083332,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032913,0.001032915,0.001032913,0.001032913,0.003980777,0
0.000974285,0.000974312,0.001638494,0.002019328,0.972825962,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974285,0.000974287,0.000974285,0.000974285,0.003056199,0
0.000934014,0.000934034,0.001705534,0.00214759,0.974111439,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934014,0.000934016,0.000934014,0.000934014,0.002421114,0
0.000905813,0.000905827,0.001780917,0.002287889,0.974932737,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905813,0.000905814,0.000905813,0.000905813,0.001976368,0
0.000885798,0.000885808,0.001860808,0.002436531,0.975440186,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.000885798,0.001660716,0
0.000871457,0.000871465,0.001942652,0.002590945,0.975731224,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871457,0.000871458,0.000871457,0.000871457,0.001434565,0
0.000861114,0.000861119,0.00202469,0.002749253,0.975871206,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861114,0.000861115,0.000861114,0.000861114,0.001271448,0
0.000853618,0.000853622,0.002105686,0.002910035,0.975905071,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.000853618,0.001153228,0
0.000848166,0.000848169,0.002184773,0.003072202,0.975864288,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.000848166,0.00106725,0
0.000844191,0.000844193,0.002261352,0.003234903,0.975771173,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.000844191,0.001004561,0
0.000841287,0.000841289,0.002335024,0.003397477,0.975641694,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000841287,0.000958771,0
0.000839164,0.000839165,0.002405538,0.003559409,0.975487341,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000839164,0.000925278,0
0.000837609,0.000837609,0.002472755,0.0037203,0.975316408,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000837609,0.000900756,0
0.000836469,0.00083647,0.002536622,0.003879843,0.975134889,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000836469,0.000882789,0
0.000835634,0.000835635,0.002597147,0.004037806,0.974947111,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000835634,0.000869618,0
0.000835022,0.000835022,0.002654386,0.004194012,0.974756187,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.000835022,0.00085996,0
0.000834572,0.000834573,0.002708423,0.004348334,0.974564347,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000834572,0.000852874,0
0.000834243,0.000834243,0.00275937,0.004500679,0.974373176,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000834243,0.000847676,0
0.000834001,0.000834001,0.00280735,0.004650984,0.974183786,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000834001,0.000843861,0
0.000833823,0.000833823,0.002852497,0.004799208,0.973996943,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000833823,0.000841061,0
0.000833693,0.000833693,0.002894947,0.004945326,0.973813166,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000833693,0.000839006,0
0.000833597,0.000833597,0.00293484,0.00508933,0.973632787,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000833597,0.000837498,0
0.000833527,0.000833527,0.002972312,0.005231217,0.973456009,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000833527,0.000836391,0
0.000833476,0.000833476,0.003007497,0.005370996,0.97328294,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000833476,0.000835578,0
0.000833438,0.000833438,0.003040527,0.005508681,0.973113616,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000833438,0.000834981,0
0.00083341,0.00083341,0.003071526,0.005644289,0.972948031,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.00083341,0.000834543,0
0.00083339,0.00083339,0.003100614,0.005777842,0.97278614,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.00083339,0.000834221,0
0.000833375,0.000833375,0.003127905,0.005909362,0.972627879,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833375,0.000833985,0
0.000833364,0.000833364,0.003153507,0.006038876,0.972473167,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833364,0.000833812,0
0.000833356,0.000833356,0.003177524,0.00616641,0.972321913,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833356,0.000833685,0
0.00083335,0.00083335,0.003200051,0.006291991,0.972174023,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.00083335,0.000833591,0
0.000833345,0.000833345,0.003221181,0.006415646,0.972029398,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833345,0.000833523,0
0.000833342,0.000833342,0.003240999,0.006537404,0.971887939,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833342,0.000833472,0
0.00083334,0.00083334,0.003259586,0.006657293,0.971749549,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.00083334,0.000833435,0
0.000833338,0.000833338,0.00327702,0.00677534,0.971614132,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833338,0.000833408,0
0.000833337,0.000833337,0.00329337,0.006891573,0.971481595,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833337,0.000833388,0
0.000833336,0.000833336,0.003308705,0.007006021,0.971351847,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833336,0.000833374,0
0.000833335,0.000833335,0.003323088,0.007118709,0.971224801,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833363,0
0.000833335,0.000833335,0.003336577,0.007229665,0.971100373,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833335,0.000833355,0
0.000833334,0.000833334,0.00334923,0.007338917,0.970978483,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833349,0
0.000833334,0.000833334,0.003361097,0.007446489,0.970859054,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833345,0
0.000833334,0.000833334,0.003372227,0.007552408,0.970742011,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833342,0
0.000833334,0.000833334,0.003382667,0.0076567,0.970627285,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.00083334,0
0.000833334,0.000833334,0.00339246,0.007759389,0.970514807,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833338,0
0.000833334,0.000833334,0.003401645,0.007860501,0.970404512,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833334,0.000833337,0
0.000833333,0.000833333,0.003410262,0.00796006,0.970296339,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833336,0
0.000833333,0.000833333,0.003418344,0.00805809,0.970190228,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833335,0
0.000833333,0.000833333,0.003425927,0.008154614,0.970086123,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833335,0
0.000833333,0.000833333,0.003433039,0.008249656,0.969983969,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833334,0
0.000833333,0.000833333,0.003439712,0.008343239,0.969883714,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833334,0
0.000833333,0.000833333,0.003445972,0.008435385,0.969785308,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833334,0
0.000833333,0.000833333,0.003451846,0.008526117,0.969688703,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833334,0
0.000833333,0.000833333,0.003457356,0.008615457,0.969593853,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833334,0
0.000833333,0.000833333,0.003462527,0.008703426,0.969500714,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833334,0
0.000833333,0.000833333,0.003467378,0.008790045,0.969409244,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.00347193,0.008875335,0.969319402,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003476202,0.008959317,0.969231148,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.00348021,0.00904201,0.969144446,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003483972,0.009123436,0.969059259,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003487503,0.009203613,0.968975551,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003490816,0.00928256,0.96889329,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003493926,0.009360298,0.968812443,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003496845,0.009436844,0.968732978,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003499586,0.009512216,0.968654865,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003502158,0.009586433,0.968578075,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003504573,0.009659513,0.96850258,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003506841,0.009731474,0.968428352,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.00350897,0.009802332,0.968355365,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003510969,0.009872104,0.968283593,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.003512847,0.009940808,0.968213012,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.00351461,0.010008459,0.968143598,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
