0.0 0.0,0.0 1.0,0.0 2.0,0.0 3.0,ASLP,1.0 0.0,1.0 1.0,1.0 2.0,1.0 3.0,1.0 4.0,2.0 0.0,2.0 1.0,2.0 2.0,2.0 3.0,2.0 4.0,3.0 0.0,3.0 1.0,3.0 2.0,3.0 3.0,3.0 4.0,4.0 0.0,LSAPT,4.0 2.0,4.0 3.0,4.0 4.0,other
0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000416722,0.000891029,0.001050942,0.000416722,0.000416722,0.000416722,0.00320258,0.986104055,0.000416722,0.000416723,0.000416956,0
0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000416708,0.000891372,0.001052415,0.000416708,0.000416708,0.000416708,0.003207438,0.986097725,0.000416708,0.000416709,0.000416884,0
0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000416698,0.000891597,0.001053649,0.000416698,0.000416698,0.000416698,0.00321212,0.986091844,0.000416698,0.000416699,0.000416831,0
0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.00041669,0.000891722,0.00105467,0.00041669,0.00041669,0.00041669,0.003216637,0.986086375,0.00041669,0.000416691,0.00041679,0
0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000416684,0.000891764,0.001055503,0.000416684,0.000416684,0.000416684,0.003220999,0.986081286,0.000416684,0.000416685,0.00041676,0
0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.00041668,0.000891736,0.00105617,0.00041668,0.00041668,0.00041668,0.003225214,0.986076543,0.00041668,0.00041668,0.000416737,0
0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000416677,0.000891648,0.001056691,0.000416677,0.000416677,0.000416677,0.003229291,0.986072116,0.000416677,0.000416677,0.000416719,0
0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000416674,0.000891513,0.001057084,0.000416674,0.000416674,0.000416674,0.003233237,0.986067975,0.000416674,0.000416674,0.000416706,0
0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000416672,0.000891336,0.001057364,0.000416672,0.000416672,0.000416672,0.003237059,0.986064096,0.000416672,0.000416672,0.000416697,0
0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000416671,0.000891128,0.001057546,0.000416671,0.000416671,0.000416671,0.003240763,0.986060455,0.000416671,0.000416671,0.000416689,0
0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.00041667,0.000890892,0.001057641,0.00041667,0.00041667,0.00041667,0.003244356,0.986057029,0.00041667,0.00041667,0.000416684,0
0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000416669,0.000890636,0.001057661,0.000416669,0.000416669,0.000416669,0.003247842,0.986053799,0.000416669,0.000416669,0.000416679,0
0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000890363,0.001057615,0.000416668,0.000416668,0.000416668,0.003251227,0.986050749,0.000416668,0.000416669,0.000416676,0
0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000890078,0.001057513,0.000416668,0.000416668,0.000416668,0.003254514,0.986047862,0.000416668,0.000416668,0.000416674,0
0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000416668,0.000889783,0.001057361,0.000416668,0.000416668,0.000416668,0.003257707,0.986045123,0.000416668,0.000416668,0.000416672,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000889481,0.001057167,0.000416667,0.000416667,0.000416667,0.003260812,0.986042521,0.000416667,0.000416667,0.000416671,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000889175,0.001056936,0.000416667,0.000416667,0.000416667,0.00326383,0.986040044,0.000416667,0.000416667,0.00041667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000888867,0.001056675,0.000416667,0.000416667,0.000416667,0.003266766,0.986037681,0.000416667,0.000416667,0.000416669,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000888558,0.001056387,0.000416667,0.000416667,0.000416667,0.003269623,0.986035424,0.000416667,0.000416667,0.000416668,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.00088825,0.001056077,0.000416667,0.000416667,0.000416667,0.003272403,0.986033264,0.000416667,0.000416667,0.000416668,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000887943,0.001055749,0.000416667,0.000416667,0.000416667,0.003275109,0.986031194,0.000416667,0.000416667,0.000416668,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000887639,0.001055405,0.000416667,0.000416667,0.000416667,0.003277744,0.986029207,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000887339,0.00105505,0.000416667,0.000416667,0.000416667,0.00328031,0.986027298,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000887042,0.001054684,0.000416667,0.000416667,0.000416667,0.00328281,0.986025462,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.00088675,0.001054311,0.000416667,0.000416667,0.000416667,0.003285245,0.986023692,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000886463,0.001053933,0.000416667,0.000416667,0.000416667,0.003287617,0.986021986,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000886181,0.001053551,0.000416667,0.000416667,0.000416667,0.003289929,0.986020338,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000885905,0.001053166,0.000416667,0.000416667,0.000416667,0.003292182,0.986018747,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000885634,0.00105278,0.000416667,0.000416667,0.000416667,0.003294378,0.986017207,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000885369,0.001052395,0.000416667,0.000416667,0.000416667,0.003296519,0.986015718,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000885109,0.00105201,0.000416667,0.000416667,0.000416667,0.003298606,0.986014275,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000884856,0.001051628,0.000416667,0.000416667,0.000416667,0.00330064,0.986012876,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000884608,0.001051248,0.000416667,0.000416667,0.000416667,0.003302624,0.98601152,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000884365,0.001050872,0.000416667,0.000416667,0.000416667,0.003304559,0.986010204,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000884129,0.001050499,0.000416667,0.000416667,0.000416667,0.003306445,0.986008927,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000883898,0.001050131,0.000416667,0.000416667,0.000416667,0.003308285,0.986007686,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000883672,0.001049768,0.000416667,0.000416667,0.000416667,0.00331008,0.98600648,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000883452,0.00104941,0.000416667,0.000416667,0.000416667,0.00331183,0.986005308,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000883237,0.001049057,0.000416667,0.000416667,0.000416667,0.003313537,0.986004169,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000883028,0.00104871,0.000416667,0.000416667,0.000416667,0.003315202,0.98600306,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000882824,0.001048369,0.000416667,0.000416667,0.000416667,0.003316826,0.986001981,0.000416667,0.000416667,0.000416667,0
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000882624,0.001048034,0.000416667,0.000416667,0.000416667,0.003318411,0.986000931,0.000416667,0.000416667,0.000416667,0
