-10.0 -10.0,-10.0 0.0,-10.0 10.0,0.0 -10.0,0.0 0.0,0.0 10.0,10.0 -10.0,10.0 0.0,10.0 10.0,other
0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.0
0.1,0.1,0.1,0.119001112964,0.121815842879,0.159132183266,0.100008147161,0.100008797566,0.100033916164,0.0
0.0867735319776,0.0867735319776,0.0867735319779,0.112383420836,0.114609752724,0.252295179087,0.0867823777984,0.0867830210958,0.0868256525256,0.0
0.0696695650077,0.0696695650077,0.069669565009,0.0927548184675,0.0939375963988,0.395229216696,0.0696767604301,0.069677273697,0.0697156392863,0.0
0.0500267000831,0.0500267000831,0.0500267000908,0.0669747529268,0.06765240279,0.565168626999,0.0500318678268,0.0500322362321,0.0500600129683,0.0
0.0319741695185,0.0319741695185,0.0319741695829,0.0428425527152,0.0432525563541,0.722031734515,0.0319774724455,0.0319777079076,0.0319954674424,0.0
0.0185690564167,0.0185690564166,0.0185690568412,0.0248845800956,0.0251199240955,0.838564814774,0.0185709745974,0.0185711113425,0.0185814254202,0.0
0.0100999732685,0.0100999732684,0.0100999747657,0.0135356275052,0.0136631883961,0.912192454273,0.0101010165942,0.0101010909718,0.0101067009572,0.0
0.00528193391531,0.00528193391525,0.00528193675545,0.00707878872452,0.00714539169846,0.954079564754,0.00528247953823,0.00528251843511,0.00528545226352,0.0
0.00270304702703,0.00270304702699,0.00270305048665,0.00362263435293,0.00365668364476,0.9765000175,0.00270332625133,0.00270334615694,0.00270484755364,0.0
0.00136760017475,0.00136760017472,0.00136760335853,0.00183287934942,0.00185009257793,0.988110220251,0.00136774144761,0.0013677515188,0.001368511147,0.0
0.000687892942551,0.000687892942534,0.00068789540605,0.000921932133604,0.000930584076142,0.994019518275,0.000687964001766,0.000687969067504,0.000688351155012,0.0
0.000344979686861,0.000344979686851,0.00034498139582,0.000462354167562,0.000466690222251,0.997000772172,0.000345015323197,0.000345017863674,0.000345209481347,0.0
0.000172749708973,0.000172749708967,0.000172750812987,0.000231526991852,0.000233696873272,0.998498124745,0.000172767553984,0.000172768826136,0.000172864779325,0.0
8.64401661641e-05,8.64401661607e-05,8.64408457025e-05,0.000115851830278,0.000116936896,0.999248493523,8.64490954154e-05,8.64497319726e-05,8.64977448493e-05,0.0
4.32365287858e-05,4.32365287838e-05,4.32369330043e-05,5.79483537455e-05,5.84907480231e-05,0.99962410327,4.32409951099e-05,4.32413135096e-05,4.32653290853e-05,0.0
2.1622427811e-05,2.16224278099e-05,2.16226623119e-05,2.89799547533e-05,2.92510322701e-05,0.999812015182,2.16246614029e-05,2.16248206335e-05,2.16368307352e-05,0.0
1.0812279887e-05,1.08122798864e-05,1.08124133739e-05,1.44915047883e-05,1.46269711492e-05,0.999905998196,1.0813396793e-05,1.08134764161e-05,1.08194820597e-05,0.0
5.40641889231e-06,5.40641889199e-06,5.40649376383e-06,7.24617556849e-06,7.31386940384e-06,0.999952996609,5.40697737409e-06,5.4070171877e-06,5.41002016476e-06,0.0
2.70328539602e-06,2.70328539585e-06,2.7033268982e-06,3.62321421931e-06,3.65704067797e-06,0.999976497612,2.70356464474e-06,2.7035845521e-06,2.70508608298e-06,0.0
1.35166478998e-06,1.35166478988e-06,1.35168757486e-06,1.81164903666e-06,1.82855183988e-06,0.999988248598,1.3518044166e-06,1.35181437045e-06,1.35256514824e-06,0.0
6.75839469983e-07,6.75839469932e-07,6.75851879468e-07,9.05840158883e-07,9.14286298273e-07,0.99999412423,6.75909284023e-07,6.75914260997e-07,6.76289653862e-07,0.0
3.37922279709e-07,3.37922279682e-07,3.37928993011e-07,4.52926568953e-07,4.57146995231e-07,0.999997062089,3.37957186989e-07,3.37959675495e-07,3.38147373361e-07,0.0
1.68962164014e-07,1.68962164e-07,1.68965774955e-07,2.26466196546e-07,2.28575084889e-07,0.999998531033,1.68979617759e-07,1.68980862019e-07,1.69074711531e-07,0.0
8.44815320371e-08,8.44815320293e-08,8.44834646558e-08,1.13234471141e-07,1.14288252139e-07,0.999999265512,8.44902589551e-08,8.44908810886e-08,8.45378060997e-08,0.0
4.22409755212e-08,4.22409755171e-08,4.22420054058e-08,5.66179012162e-08,5.71444599311e-08,0.999999632754,4.22453390015e-08,4.22456500699e-08,4.22691126943e-08,0.0
2.11205886341e-08,2.11205886319e-08,2.11211353644e-08,2.83092782356e-08,2.85723916505e-08,0.999999816376,2.11227703845e-08,2.11229259194e-08,2.11346572889e-08,0.0
1.05603437844e-08,1.05603437833e-08,1.05606330438e-08,1.41548016336e-08,1.42862753564e-08,0.999999908187,1.05614346646e-08,1.05615124324e-08,1.05673781453e-08,0.0
5.28019638359e-09,5.280196383e-09,5.28034896048e-09,7.07748175069e-09,7.1431771161e-09,0.999999954093,5.28074182619e-09,5.28078071028e-09,5.28371358062e-09,0.0
2.64011037694e-09,2.64011037663e-09,2.64019063904e-09,3.5387812615e-09,3.57160819511e-09,0.999999977047,2.64038309948e-09,2.64040254162e-09,2.64186898371e-09,0.0
1.32006126592e-09,1.32006126576e-09,1.32010338381e-09,1.76941080375e-09,1.78581389564e-09,0.999999988523,1.32019762781e-09,1.32020734892e-09,1.32094057343e-09,0.0
6.60033667914e-10,6.6003366783e-10,6.60055720292e-10,8.84715483411e-10,8.92911841768e-10,0.999999994262,6.60101849166e-10,6.60106709744e-10,6.60473323721e-10,0.0
3.30018350493e-10,3.30018350449e-10,3.30029873404e-10,4.42362781261e-10,4.46458366589e-10,0.999999997131,3.30052441273e-10,3.30054871573e-10,3.30238179424e-10,0.0
1.65009933282e-10,1.65009933259e-10,1.650159431e-10,2.2118391012e-10,2.23230405834e-10,0.999999998565,1.65026978748e-10,1.65028193904e-10,1.6511984826e-10,0.0
8.25053456008e-11,8.25053455889e-11,8.25084746931e-11,1.1059321474e-10,1.1161581411e-10,0.999999999283,8.25138683727e-11,8.25144759534e-11,8.25603033468e-11,0.0
4.12528622665e-11,4.12528622603e-11,4.12544889048e-11,5.5297237197e-11,5.5808212633e-11,0.999999999641,4.12571236717e-11,4.12574274634e-11,4.12803412678e-11,0.0
2.0626525863e-11,2.06265258598e-11,2.06273702286e-11,2.76489335107e-11,2.79042591014e-11,0.999999999821,2.06286565752e-11,2.06288084718e-11,2.06402654278e-11,0.0
1.03133102957e-11,1.0313310294e-11,1.03137480019e-11,1.3824624212e-11,1.39522059423e-11,0.99999999991,1.03143756566e-11,1.03144516052e-11,1.03201801102e-11,0.0
5.15667882981e-12,5.15667882896e-12,5.15690544467e-12,6.91239083493e-12,6.97614116685e-12,0.999999999955,5.15721151267e-12,5.15724948716e-12,5.1601137531e-12,0.0
2.57835125588e-12,2.57835125544e-12,2.57846844424e-12,3.4562347823e-12,3.4880896813e-12,0.999999999978,2.57861759852e-12,2.57863658585e-12,2.58006872555e-12,0.0
1.28918154844e-12,1.28918154822e-12,1.28924208311e-12,1.72813707377e-12,1.74405438962e-12,0.999999999989,1.28931472036e-12,1.28932421407e-12,1.29004028729e-12,0.0
6.44593734483e-13,6.44593734367e-13,6.44624972068e-13,8.64078378301e-13,8.72031969317e-13,0.999999999994,6.44660320743e-13,6.4466506762e-13,6.4502310591e-13,0.0
3.22298347378e-13,3.22298347318e-13,3.22314451302e-13,4.32044109914e-13,4.36018371924e-13,0.999999999997,3.22331640658e-13,3.22334014108e-13,3.22513034094e-13,0.0
1.61149913761e-13,1.6114991373e-13,1.61158208291e-13,2.16024515366e-13,2.18010379601e-13,0.999999999999,1.61166560476e-13,1.61167747206e-13,1.6125725762e-13,0.0
8.05753269176e-14,8.05753269018e-14,8.05795954682e-14,1.08013487902e-13,1.09005786623e-13,0.999999999999,8.05836503129e-14,8.05842436806e-14,8.06289990979e-14,0.0
4.02878484783e-14,4.02878484702e-14,4.0290043397e-14,5.40073590672e-14,5.45031917244e-14,1.0,4.02920101947e-14,4.029230688e-14,4.03146846938e-14,0.0
2.01440167493e-14,2.01440167452e-14,2.01451445307e-14,2.70039870952e-14,2.72517450695e-14,1.0,2.01460976169e-14,2.01462459602e-14,2.01574349197e-14,0.0
1.007205463e-14,1.00720546278e-14,1.00726336818e-14,1.35021473302e-14,1.36259471388e-14,1.0,1.00730950685e-14,1.00731692405e-14,1.00787637465e-14,0.0
5.03605044274e-15,5.03605044165e-15,5.03634754934e-15,6.75115055726e-15,6.81301087161e-15,1.0,5.03657066434e-15,5.03660775051e-15,5.03940501668e-15,0.0
2.5180367853e-15,2.51803678474e-15,2.51818912897e-15,3.37561372515e-15,3.40652408702e-15,1.0,2.51829689728e-15,2.51831544044e-15,2.5197140801e-15,0.0
