-0.5 0.5,-0.5 1.0,-0.5 1.5,-0.5 2.0,0.0 0.5,0.0 2.0,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.90625
0.0193443178803,0.0173870665645,0.0171352006075,0.0173145710283,0.0163551945044,0.0163630361413,0.896100613274
0.0240567316014,0.0194592903809,0.0188808594451,0.0192923829718,0.0171023487915,0.0171477735764,0.884060613233
0.0299808566411,0.0218800730102,0.0208823877982,0.0215905450154,0.0178443766205,0.0179613680952,0.869860392819
0.0373534299165,0.0246878334379,0.0231578050382,0.0242394969734,0.0185547989479,0.018780048001,0.853226587685
0.0464155847342,0.0279193789733,0.025721544406,0.0272659658272,0.0192037007585,0.0195742382126,0.833899587088
0.057394325152,0.0316085457479,0.0285837365431,0.03069109296,0.0197594255787,0.020309536029,0.811653337989
0.0704809698265,0.0357853186097,0.0317501099708,0.0345289283882,0.0201907783056,0.0209485259211,0.786315368978
0.085808320634,0.0404752401961,0.0352222935688,0.0387851218552,0.0204693496694,0.021453207319,0.757786466757
0.103427730038,0.045698628176,0.0389980966478,0.0434554067018,0.0205716412175,0.0217877646787,0.72606073254
0.123287355802,0.0514692231094,0.0430714630324,0.0485236372342,0.0204808602904,0.0219214941271,0.691245966404
0.145214285824,0.0577923276396,0.0474321289031,0.0539596203266,0.0201883628487,0.0218317283784,0.653581546079
0.168904897823,0.064662935802,0.052065273876,0.0597174248364,0.019694666023,0.0215064694549,0.613448332184
0.193928130626,0.072064513763,0.0569514757379,0.0657349731992,0.0190098382512,0.0209462550925,0.57136481333
0.21974446397,0.079968949237,0.0620671137715,0.07193548395,0.0181530533592,0.0201647474779,0.527966188235
0.245739884094,0.088337870573,0.0673851639365,0.0782308851969,0.0171512187931,0.0191877399307,0.483967237475
0.271270356031,0.0971251984188,0.0728762012587,0.0845268368043,0.0160367985846,0.0180506566548,0.440113952248
0.295709755853,0.106280531127,0.0785093987615,0.0907286274742,0.0148451461396,0.016794999857,0.397131540788
0.318493677748,0.115752829361,0.0842533627099,0.0967470449016,0.0136117612803,0.0154644191326,0.355676904866
