-10.0 -10.0 -10.0,-10.0 -10.0 0.0,-10.0 -10.0 10.0,-10.0 0.0 -10.0,-10.0 0.0 0.0,-10.0 0.0 10.0,-10.0 10.0 -10.0,-10.0 10.0 0.0,-10.0 10.0 10.0,0.0 -10.0 -10.0,0.0 -10.0 0.0,0.0 -10.0 10.0,0.0 0.0 -10.0,0.0 0.0 0.0,0.0 0.0 10.0,0.0 10.0 -10.0,0.0 10.0 0.0,0.0 10.0 10.0,10.0 -10.0 -10.0,10.0 -10.0 0.0,10.0 -10.0 10.0,10.0 0.0 -10.0,10.0 0.0 0.0,10.0 0.0 10.0,10.0 10.0 -10.0,10.0 10.0 0.0,10.0 10.0 10.0,other
0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.037037037037,0.0
0.0358516483517,0.0358516483534,0.0358516483576,0.0358516483517,0.0358516483534,0.0358516483588,0.0358516483516,0.0358516483516,0.0358516483516,0.035851648352,0.0358516484817,0.0358516490507,0.0358609494727,0.0390006725318,0.0506029800227,0.0358516483517,0.035851648357,0.0358516483706,0.0358516484623,0.0358516810467,0.0358517739843,0.0358574894682,0.037991925252,0.0478012085308,0.0358516483517,0.0358516483571,0.0358516483747,0.0
0.0343605426592,0.0343605426617,0.034360542677,0.0343605426592,0.0343605426617,0.0343605426803,0.0343605426592,0.0343605426592,0.0343605426592,0.0343605426598,0.0343605428356,0.0343605444653,0.034372697781,0.0382928839734,0.0714932649068,0.0343605426593,0.0343605426649,0.0343605426854,0.034360542813,0.0343605848457,0.0343608357524,0.0343681289814,0.037005687973,0.0628956030108,0.0343605426593,0.034360542665,0.034360542691,0.0
0.032429756506,0.0324297565087,0.0324297565536,0.032429756506,0.0324297565087,0.0324297565605,0.032429756506,0.032429756506,0.032429756506,0.0324297565067,0.0324297566886,0.0324297604042,0.0324419218905,0.0362753471224,0.101160197979,0.0324297565061,0.0324297565113,0.0324297565323,0.032429756668,0.0324297989574,0.0324303027929,0.0324373235675,0.035008997694,0.0816507319616,0.0324297565061,0.0324297565115,0.0324297565378,0.0
0.029997512326,0.0299975123286,0.0299975124739,0.029997512326,0.0299975123286,0.0299975124865,0.029997512326,0.029997512326,0.029997512326,0.0299975123267,0.0299975124973,0.0299975211501,0.0300087576238,0.0335314988301,0.141327723849,0.029997512326,0.0299975123309,0.0299975123502,0.0299975124791,0.0299975517003,0.0299985047499,0.0300045001313,0.0323666629652,0.10281205643,0.029997512326,0.029997512331,0.0299975123554,0.0
0.0270711521182,0.0270711521205,0.0270711527307,0.0270711521182,0.0270711521205,0.0270711527349,0.0270711521182,0.0270711521182,0.0270711521182,0.0270711521188,0.027071152271,0.027071175583,0.0270811492065,0.0302104834031,0.193680737259,0.0270711521182,0.0270711521225,0.0270711521397,0.0270711522552,0.0270711871487,0.0270730710191,0.0270773633215,0.0291756498516,0.124278443499,0.0270711521182,0.0270711521226,0.0270711521443,0.0
0.0237392570508,0.0237392570528,0.0237392605696,0.0237392570508,0.0237392570528,0.0237392602821,0.0237392570508,0.0237392570508,0.0237392570508,0.0237392570513,0.0237392571818,0.0237393344448,0.0237478204777,0.0264282369264,0.259036761096,0.0237392570508,0.0237392570545,0.0237392570692,0.0237392571682,0.0237392870604,0.0237434135379,0.0237445774459,0.0255418520415,0.142972083003,0.0237392570508,0.0237392570546,0.0237392570731,0.0
0.0201813905489,0.0201813905506,0.0201814170081,0.0201813905489,0.0201813905506,0.0201814124728,0.0201813905489,0.0201813905489,0.0201813905489,0.0201813905493,0.0201813906565,0.0201817009197,0.0201884224317,0.0223894487607,0.336374196122,0.0201813905489,0.0201813905519,0.020181390564,0.0201813906454,0.0201814151916,0.0201915556046,0.0201857594035,0.0216615929653,0.155380830091,0.0201813905489,0.020181390552,0.0201813905673,0.0
0.0166483910336,0.0166483910348,0.0166486194835,0.0166483910336,0.0166483910348,0.0166485611028,0.0166483910335,0.0166483910335,0.0166483910335,0.0166483910339,0.0166483911179,0.016649775773,0.016653902055,0.0183788884566,0.422107126919,0.0166483910336,0.0166483910359,0.0166483910454,0.0166483911092,0.0166484103465,0.0166752233585,0.0166518149886,0.0178084539575,0.158754966828,0.0166483910336,0.016648391036,0.0166483910479,0.0
0.0134094126795,0.0134094126805,0.0134113188352,0.0134094126795,0.0134094126805,0.0134106916587,0.0134094126795,0.0134094126795,0.0134094126795,0.0134094126798,0.0134094127425,0.013415469268,0.0134135294072,0.0147020925858,0.510147647774,0.0134094126795,0.0134094126813,0.0134094126884,0.013409412736,0.0134094271063,0.0134798110549,0.0134119703706,0.014275978565,0.152371460357,0.0134094126795,0.0134094126813,0.0134094126903,0.0
