-0.5 -0.5,-0.5 -1.0,-0.5 -1.5,-0.5 0.0,-1.0 -0.5,-1.0 -1.0,-1.0 -1.5,-1.0 0.0,-1.0 1.0,-1.5 -0.5,-1.5 -1.0,-1.5 -1.5,-1.5 0.0,-1.5 0.5,0.0 -0.5,0.0 -1.0,0.0 -1.5,0.0 0.0,0.0 1.0,0.0 1.5,2.0 -0.5,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.671875
0.0162508119389,0.0163918102157,0.0161321056077,0.0161991713205,0.0162019761746,0.0162347752007,0.0163613560975,0.0161208733846,0.0153949629625,0.0161542084208,0.0163010607706,0.0163855036006,0.016198344457,0.015396151369,0.0165844136695,0.0166877983369,0.0164571708342,0.0167167860576,0.0154007450271,0.0153979722929,0.0153846514078,0.661647350853
0.0168904917363,0.0171822160877,0.0166460180081,0.0167837460994,0.0167893997049,0.016857079818,0.017119124695,0.0166228504225,0.0151580652375,0.0166917585872,0.0169940264468,0.0171696064252,0.0167820548334,0.015160473866,0.0175850771095,0.0178028376233,0.0173182702288,0.0178645771686,0.0151697576188,0.0151641577751,0.0151370318193,0.651111378689
0.017543338433,0.0179955498017,0.0171660334878,0.0173779788732,0.0173865049938,0.0174911634201,0.0178976356156,0.0171302137365,0.0149145027909,0.0172369846185,0.0177031571581,0.0179767194172,0.0173753874411,0.0149181643825,0.0186268105483,0.0189703359248,0.0182077130167,0.0190688466134,0.0149322363908,0.0149237543602,0.014882311536,0.64027465744
0.0182085609457,0.0188309955379,0.0176913942894,0.0179810484681,0.0179924484461,0.0181361882544,0.0186960852591,0.0176421937297,0.0146645163019,0.0177891624044,0.0184276005876,0.0188061142009,0.0179775232414,0.0146694644781,0.0197092036207,0.02019022636,0.0191247363692,0.020329781483,0.0146884244269,0.0146770045746,0.014620703727,0.629146623294
0.0188852786773,0.0196875863763,0.018221291197,0.0185920597463,0.01860631024,0.0187912304221,0.0195135343987,0.018157971353,0.014408392417,0.0183475116742,0.0191663915759,0.0196569198325,0.0185875695977,0.0144146616172,0.020831602243,0.0214621356893,0.0200683941551,0.0216472587392,0.014438610474,0.0144241967772,0.01435246564,0.617738627157
0.0195725232169,0.0205642028683,0.0187548668795,0.0192100463382,0.0192270971216,0.0194552821547,0.0203489074837,0.0186766816237,0.0141464645129,0.0189111988312,0.0199184530706,0.0205281210573,0.0192045630095,0.0141540899115,0.021993097721,0.0227853654518,0.0210375532573,0.0230208236276,0.0141831296366,0.0141656658838,0.0140778993523,0.60606396699
0.0202692411962,0.0214595734565,0.0192912199976,0.0198339744003,0.0198537462683,0.0201272552531,0.0212009936008,0.0191974179001,0.0138791129043,0.0194793405702,0.0206825985261,0.0214185582412,0.0198274728675,0.0138881303036,0.0231925185166,0.0241588762871,0.0220308920995,0.0244496711111,0.0139223635066,0.013901793529,0.0137973520035,0.594137897461
0.020974298353,0.0223722769004,0.0198294100679,0.0204627474205,0.020485130243,0.0208059857271,0.0220684492215,0.0197192369032,0.0136067644343,0.0200510082784,0.0214575358417,0.022326929128,0.0204552062513,0.013617210131,0.0244284250808,0.0255812760649,0.0230469016114,0.0259326309863,0.0136567396691,0.0136330076069,0.0135112154595,0.58197761462
0.0216864848273,0.0233007468352,0.0203684630607,0.0210952120753,0.0211200630462,0.021490239654,0.0229498028407,0.0202411644572,0.0133298913971,0.0206252332065,0.0222418728965,0.0232517925423,0.0210866137715,0.0133418020184,0.0256991081253,0.0270508124151,0.0240838888295,0.0274681573202,0.0133867305312,0.0133597811379,0.0132199253639,0.569602213648
0.0224045216953,0.0242432785569,0.0209073776918,0.0217301651172,0.0217573072448,0.0221787202504,0.0238434615743,0.020762201908,0.0130490097494,0.0212010123794,0.0230341247122,0.0241915741323,0.0217204964379,0.0130624220566,0.0270025906601,0.0285653701933,0.0251399832817,0.029054322798,0.0131128514342,0.0130826304191,0.012923959544,0.557032618163
0.0231270687214,0.0251980380792,0.0214451323509,0.022366361252,0.022395582137,0.0228700761245,0.0247477197497,0.0212813331584,0.0127646765815,0.0217773152004,0.0238327222423,0.0251445742052,0.02235561351,0.0127796272377,0.0283366340586,0.0301224743405,0.0262131462552,0.0306888185018,0.0128356580199,0.0128021124322,0.0126238357503,0.544291480091
