-0.5 1.0,-0.5 1.5,-0.5 2.0,0.0 1.0,0.0 1.5,0.0 2.0,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.90625
0.016843527732,0.0169036840706,0.0165118345572,0.0182687429211,0.0183628532805,0.0188224693881,0.894286888051
0.0181438059314,0.0182777258131,0.0174380774806,0.0212927217908,0.0215214115568,0.0225885123806,0.880737745047
0.0195279968179,0.0197522206821,0.0184032937304,0.0247291767279,0.0251452239543,0.02699232096,0.865449767127
0.020997694146,0.0213323495653,0.0194068117679,0.0286056506416,0.0292768852877,0.0320999257682,0.848280682823
0.0225539011889,0.0230234881267,0.0204478337044,0.032942270127,0.0339545507704,0.0379694299129,0.82910852617
0.0241970706544,0.0248313946883,0.0215256097253,0.0377487379814,0.0392090073824,0.0446452595069,0.807842920061
0.0259272232551,0.0267624913064,0.0226396810476,0.0430212779629,0.0450604622891,0.052151763337,0.784437100802
0.0277441540867,0.0288242432636,0.0237901854486,0.0487398758875,0.0515153129144,0.060486747059,0.75889948134
0.0296477227509,0.0310256268447,0.0249782056396,0.0548662354908,0.0585632564459,0.0696157635597,0.731303189268
0.0316382054883,0.0333776553735,0.0262061256686,0.0613428781902,0.0661751483367,0.0794681229843,0.701791863958
0.033716668899,0.0358939127871,0.027477947986,0.0680937338816,0.074301998997,0.0899355504868,0.670580186963
0.0358853104024,0.0385910280443,0.0287995183773,0.0750263868539,0.0828753869406,0.100874153066,0.637948216316
0.0381477059347,0.0414890180824,0.0301786112296,0.0820358817717,0.0918093722285,0.112109871235,0.604229539518
0.0405089138364,0.0446114350543,0.0316248441064,0.0890097185257,0.101003754298,0.123446983836,0.569794350343
0.042975404525,0.0479852738642,0.033149414835,0.0958334483433,0.110348294431,0.13467866726,0.535029496741
0.045554812898,0.0516406224065,0.034764679465,0.102396192224,0.11972737823,0.145598252748,0.500318062029
0.0482555364339,0.0556100607122,0.0364836081104,0.108595462401,0.129024567116,0.156009782186,0.466020983041
0.0510862194921,0.0599278290033,0.0383191630091,0.114340853832,0.13812658078,0.165736730142,0.43246262374
0.0540551701139,0.0646287857705,0.0402836388758,0.119556423372,0.146926428563,0.174628232679,0.399921320627
0.0571697513941,0.0697471688104,0.042387993998,0.124181816622,0.155325612103,0.182562687032,0.368624970041
0.0604357805609,0.0753151630185,0.0446411881854,0.128172380148,0.16323550197,0.189449020473,0.338750965645
0.0638569616404,0.081361279214,0.0470495371549,0.13149858322,0.170578112488,0.195226188342,0.310429337941
0.0674343767462,0.0879085677598,0.0496160964284,0.134145070792,0.177286547288,0.199861533537,0.283747807448
