id,datestamp,timestamp,version,order,behavior,opponent,reply,payoff,rt,score,met,condition
A1G6XJ3UGNCPVM_m4,11/8/2013,16:18:50,lit1p1,13,2,7pun,0,0,4304,47,5,0
A1Q2I7G8105MPL_m4,11/8/2013,16:18:50,lit1p1,20,2,1nopun,0,0,4323,50,4,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:18:51,lit1p1,1,2,5nopun,0,0,20829,50,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:18:53,lit1p1,3,1,3nopun,0,1,6363,53,1,0
ACFBUSLSNUGRU_m4,11/8/2013,16:18:54,lit1p1,8,1,0pun,-2,1,5128,53,2,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:18:54,lit1p1,7,1,7nopun,0,1,4902,57,7,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:18:55,lit1p1,7,1,7nopun,0,1,5163,53,5,0
A3T53EN0F7WMRO_m4,11/8/2013,16:18:55,lit1p1,7,1,7pun,-2,1,5564,44,7,0
A2HK1VAUSAFU0_m4,11/8/2013,16:18:55,lit1p1,12,2,3pun,0,0,5323,44,6,0
A1Q2I7G8105MPL_m4,11/8/2013,16:18:55,lit1p1,21,2,1nopun,0,0,4333,50,5,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:18:55,lit1p1,14,2,7pun,0,0,4549,47,6,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:18:55,lit1p1,21,2,6pun,0,0,5845,54,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:18:59,lit1p1,4,2,3nopun,0,0,5041,53,2,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:00,lit1p1,17,1,1nopun,0,1,12531,55,1,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:00,lit1p1,8,1,7nopun,0,1,4902,58,8,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:00,lit1p1,22,2,1nopun,0,0,4354,50,6,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:00,lit1p1,15,2,7pun,0,0,4348,47,7,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:01,lit1p1,22,1,6pun,-2,1,4543,53,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:01,lit1p1,8,1,7nopun,0,1,5061,54,6,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:01,lit1p1,9,2,3nopun,0,0,4738,53,1,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:01,lit1p1,13,2,3pun,0,0,4846,44,7,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:19:03,lit1p1,2,1,5nopun,0,1,7936,51,2,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:03,lit1p1,1,2,3nopun,0,0,14620,50,1,0
A3T53EN0F7WMRO_m4,11/8/2013,16:19:04,lit1p1,8,1,7pun,-2,1,5840,43,8,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:05,lit1p1,5,1,3nopun,0,1,5127,54,3,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:05,lit1p1,23,2,3nopun,0,0,4282,50,1,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:06,lit1p1,16,2,7pun,0,0,4503,47,8,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:06,lit1p1,23,2,6pun,0,0,4326,53,3,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:06,lit1p1,9,1,7nopun,0,1,4701,59,9,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:07,lit1p1,18,2,1nopun,0,0,5260,55,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:07,lit1p1,9,1,7nopun,0,1,4531,55,7,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:07,lit1p1,14,2,3pun,0,0,4918,44,8,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:07,lit1p1,10,2,3nopun,0,0,4817,53,2,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:10,lit1p1,24,2,3nopun,0,0,4300,50,2,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:11,lit1p1,24,2,6pun,0,0,4283,53,4,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:11,lit1p1,6,1,3nopun,0,1,4785,55,4,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:11,lit1p1,17,2,7pun,0,0,4614,47,9,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:12,lit1p1,10,1,7nopun,0,1,4402,60,10,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:13,lit1p1,10,1,7nopun,0,1,4618,56,8,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:13,lit1p1,2,2,3nopun,0,0,7029,50,2,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:13,lit1p1,11,1,3nopun,0,1,4546,54,3,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:13,lit1p1,15,2,3pun,0,0,4769,44,9,0
A3T53EN0F7WMRO_m4,11/8/2013,16:19:14,lit1p1,9,2,7pun,0,0,5821,43,9,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:14,lit1p1,19,1,1nopun,0,1,5702,56,3,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:15,lit1p1,25,2,3nopun,0,0,4438,50,3,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:16,lit1p1,25,2,6pun,0,0,4374,53,5,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:17,lit1p1,18,2,7pun,0,0,4840,47,10,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:17,lit1p1,11,1,0pun,-2,1,4423,59,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:17,lit1p1,7,1,3nopun,0,1,5158,56,5,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:18,lit1p1,12,1,3nopun,0,1,4366,55,4,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:19:18,lit1p1,3,2,5nopun,0,0,11248,51,3,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:19,lit1p1,11,1,7nopun,0,1,4583,57,9,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:19,lit1p1,16,2,3pun,0,0,5031,44,10,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:20,lit1p1,26,2,3nopun,0,0,4213,50,4,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:21,lit1p1,26,2,6pun,0,0,4358,53,6,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:21,lit1p1,3,2,3nopun,0,0,6756,50,3,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:19:22,lit1p1,15,1,7nopun,0,1,4375,65,7,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:22,lit1p1,20,2,1nopun,0,0,5733,56,4,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:23,lit1p1,13,1,3nopun,0,1,4245,56,5,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:23,lit1p1,19,1,1nopun,0,1,5862,48,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:24,lit1p1,8,1,3nopun,0,1,5560,57,6,0
AC5LU9TF9CTK9_m4,11/8/2013,16:19:24,lit1p1,1,1,1pun,-2,1,19835,49,1,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:25,lit1p1,27,2,3nopun,0,0,4253,50,5,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:26,lit1p1,12,2,0pun,0,0,5401,59,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:26,lit1p1,12,1,7nopun,0,1,5640,58,10,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:26,lit1p1,27,2,6pun,0,0,4484,53,7,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:19:27,lit1p1,4,1,5nopun,0,1,5860,52,4,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:19:27,lit1p1,1,1,4nopun,0,1,18698,51,1,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:27,lit1p1,4,1,3nopun,0,1,4911,51,4,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:19:27,lit1p1,16,1,7nopun,0,1,4797,66,8,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:27,lit1p1,17,1,6nopun,0,1,6842,45,1,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:28,lit1p1,20,1,1nopun,0,1,4227,49,2,0
A3T53EN0F7WMRO_m4,11/8/2013,16:19:29,lit1p1,10,1,7pun,-2,1,11910,42,10,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:30,lit1p1,28,2,3nopun,0,0,4127,50,6,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:30,lit1p1,21,1,1nopun,0,1,5674,57,5,0
A1LX3YP9PCKI72_m4,11/8/2013,16:19:30,lit1p1,1,1,3pun,-2,1,14361,49,1,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:19:32,lit1p1,1,2,1nopun,0,0,14221,50,1,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:32,lit1p1,13,1,5nopun,0,1,5398,60,1,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:32,lit1p1,14,1,3nopun,0,1,4742,57,6,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:19:33,lit1p1,17,1,7nopun,0,1,5047,67,9,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:33,lit1p1,21,1,1nopun,0,1,4078,50,3,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:33,lit1p1,13,1,5nopun,0,1,6125,59,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:33,lit1p1,9,1,3nopun,0,1,8861,58,7,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:34,lit1p1,5,1,3nopun,0,1,5208,52,5,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:35,lit1p1,29,2,3nopun,0,0,4327,50,7,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:35,lit1p1,18,1,6nopun,0,1,4813,46,2,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:35,lit1p1,28,2,6pun,0,0,7138,53,8,0
A360ANQ5YCFO1D_m4,11/8/2013,16:19:35,lit1p1,1,1,6nopun,0,1,28102,51,1,0
AC5LU9TF9CTK9_m4,11/8/2013,16:19:37,lit1p1,2,1,1pun,-2,1,6299,48,2,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:38,lit1p1,14,1,5nopun,0,1,4359,61,2,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:38,lit1p1,22,1,1nopun,0,1,5574,58,6,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:19:38,lit1p1,1,2,3nopun,0,0,14741,50,1,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:19:38,lit1p1,18,1,7nopun,0,1,4438,68,10,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:38,lit1p1,22,1,1nopun,0,1,4311,51,4,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:19:38,lit1p1,5,1,5nopun,0,1,7652,53,5,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:19:40,lit1p1,2,1,4nopun,0,1,7243,52,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:19:40,lit1p1,2,2,3pun,0,0,5218,49,2,0
A3T53EN0F7WMRO_m4,11/8/2013,16:19:40,lit1p1,11,2,2nopun,0,0,7097,42,1,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:40,lit1p1,30,2,3nopun,0,0,4310,50,8,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:41,lit1p1,14,1,5nopun,0,1,5867,60,2,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:41,lit1p1,29,1,1nopun,0,1,5180,54,1,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:42,lit1p1,19,2,6nopun,0,0,5085,46,3,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:42,lit1p1,6,1,3nopun,0,1,5619,53,6,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:42,lit1p1,15,1,3nopun,0,1,7284,58,7,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:43,lit1p1,15,1,5nopun,0,1,4547,62,3,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:43,lit1p1,23,1,1nopun,0,1,4375,52,5,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:45,lit1p1,31,2,3nopun,0,0,4389,50,9,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:19:45,lit1p1,2,1,1nopun,0,1,9273,51,2,0
AC5LU9TF9CTK9_m4,11/8/2013,16:19:46,lit1p1,3,2,1pun,0,0,5500,48,3,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:46,lit1p1,10,1,3nopun,0,1,4804,59,8,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:19:46,lit1p1,19,1,4pun,-2,1,5766,67,1,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:46,lit1p1,23,2,3nopun,0,0,6233,58,1,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:46,lit1p1,30,1,1nopun,0,1,4490,55,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:19:47,lit1p1,3,2,3pun,0,0,5450,49,3,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:19:47,lit1p1,6,1,5nopun,0,1,6293,54,6,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:19:47,lit1p1,14,2,5pun,0,0,62769,51,4,0
A3T53EN0F7WMRO_m4,11/8/2013,16:19:48,lit1p1,12,2,2nopun,0,0,5081,42,2,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:48,lit1p1,16,1,3nopun,0,1,4664,59,8,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:48,lit1p1,20,1,6nopun,0,1,4733,47,4,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:19:48,lit1p1,1,2,6pun,0,0,30503,50,1,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:48,lit1p1,24,1,1nopun,0,1,4289,53,6,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:48,lit1p1,15,1,5nopun,0,1,4794,61,3,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:49,lit1p1,16,1,5nopun,0,1,4670,63,4,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:49,lit1p1,7,1,3nopun,0,1,5660,54,7,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:19:50,lit1p1,3,1,3nopun,0,1,8243,53,1,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:50,lit1p1,32,2,3nopun,0,0,4324,50,10,0
A360ANQ5YCFO1D_m4,11/8/2013,16:19:51,lit1p1,2,2,6nopun,0,0,9504,51,2,0
A1PFCPFCGNKME3_m4,11/8/2013,16:19:51,lit1p1,1,2,5nopun,0,0,14668,50,1,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:51,lit1p1,31,1,1nopun,0,1,4228,56,3,0
AC5LU9TF9CTK9_m4,11/8/2013,16:19:53,lit1p1,4,2,1pun,0,0,5201,48,4,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:53,lit1p1,25,1,5pun,-2,1,4231,52,1,0
A2HK1VAUSAFU0_m4,11/8/2013,16:19:53,lit1p1,21,1,6nopun,0,1,4442,48,5,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:19:54,lit1p1,3,1,1nopun,0,1,5700,52,3,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:54,lit1p1,11,1,3nopun,0,1,5996,60,9,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:19:54,lit1p1,17,1,5nopun,0,1,4516,64,5,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:19:54,lit1p1,24,1,3nopun,0,1,5787,59,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:19:55,lit1p1,16,1,5nopun,0,1,4650,62,4,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:19:55,lit1p1,2,2,3nopun,0,0,12738,50,2,0
A1EU25HIF6NX3E _m4,11/8/2013,16:19:55,lit1p1,8,1,3nopun,0,1,4804,55,8,0
A1LX3YP9PCKI72_m4,11/8/2013,16:19:55,lit1p1,4,2,3pun,0,0,5985,49,4,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:19:55,lit1p1,15,2,5pun,0,0,5887,51,5,0
A1Q2I7G8105MPL_m4,11/8/2013,16:19:56,lit1p1,33,2,2nopun,0,0,4446,50,1,0
A3T53EN0F7WMRO_m4,11/8/2013,16:19:56,lit1p1,13,2,2nopun,0,0,6000,42,3,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:19:57,lit1p1,7,1,1pun,-2,1,5827,53,1,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:19:57,lit1p1,32,1,1nopun,0,1,5253,57,4,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:19:58,lit1p1,26,2,5pun,0,0,4374,52,2,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:19:58,lit1p1,4,1,3nopun,0,1,6931,54,2,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:19:59,lit1p1,12,1,3nopun,0,1,4630,61,10,0
ACFBUSLSNUGRU_m4,11/8/2013,16:19:59,lit1p1,17,1,3nopun,0,1,6168,60,9,0
A2HK1VAUSAFU0_m4,11/8/2013,16:20:00,lit1p1,22,1,6nopun,0,1,4902,49,6,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:20:00,lit1p1,18,1,5nopun,0,1,4960,65,6,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:20:00,lit1p1,4,1,1nopun,0,1,5162,53,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:20:01,lit1p1,3,1,6nopun,0,1,6865,52,3,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:20:01,lit1p1,25,1,3nopun,0,1,5719,60,3,0
A1LX3YP9PCKI72_m4,11/8/2013,16:20:02,lit1p1,5,1,3pun,-2,1,5080,48,5,0
A1EU25HIF6NX3E _m4,11/8/2013,16:20:02,lit1p1,9,1,3nopun,0,1,5673,56,9,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:20:02,lit1p1,16,2,5pun,0,0,5049,51,6,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:20:02,lit1p1,33,1,1nopun,0,1,4415,58,5,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:20:03,lit1p1,27,2,5pun,0,0,4074,52,3,0
A1PFCPFCGNKME3_m4,11/8/2013,16:20:03,lit1p1,2,2,5nopun,0,0,9050,50,2,0
AC5LU9TF9CTK9_m4,11/8/2013,16:20:04,lit1p1,5,2,1pun,0,0,6061,48,5,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:20:04,lit1p1,3,2,3nopun,0,0,6377,50,3,0
A1Q2I7G8105MPL_m4,11/8/2013,16:20:04,lit1p1,34,2,2nopun,0,0,4340,50,2,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:20:05,lit1p1,2,2,6pun,0,0,11670,50,2,0
A3T53EN0F7WMRO_m4,11/8/2013,16:20:05,lit1p1,14,2,2nopun,0,0,5519,42,4,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:20:05,lit1p1,13,1,2pun,-2,1,5341,60,1,0
A2HK1VAUSAFU0_m4,11/8/2013,16:20:06,lit1p1,23,1,6nopun,0,1,4836,50,7,0
ACFBUSLSNUGRU_m4,11/8/2013,16:20:07,lit1p1,18,1,3nopun,0,1,5312,61,10,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:20:07,lit1p1,19,1,2pun,-2,1,5940,64,1,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:20:07,lit1p1,5,1,3nopun,0,1,6064,55,3,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:20:07,lit1p1,5,2,1nopun,0,0,5772,53,5,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:20:07,lit1p1,34,1,1nopun,0,1,4355,59,6,0
A1LX3YP9PCKI72_m4,11/8/2013,16:20:08,lit1p1,6,2,3pun,0,0,4783,48,6,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:20:08,lit1p1,28,2,5pun,0,0,4589,52,4,0
A1EU25HIF6NX3E _m4,11/8/2013,16:20:09,lit1p1,10,1,3nopun,0,1,4893,57,10,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:20:09,lit1p1,17,1,6pun,-2,1,6035,50,1,0
AC5LU9TF9CTK9_m4,11/8/2013,16:20:10,lit1p1,6,2,1pun,0,0,4951,48,6,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:20:10,lit1p1,26,1,3nopun,0,1,6432,61,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:20:10,lit1p1,4,1,6nopun,0,1,6299,53,4,0
A1Q2I7G8105MPL_m4,11/8/2013,16:20:11,lit1p1,35,2,2nopun,0,0,4571,50,3,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:20:11,lit1p1,17,1,5nopun,0,1,15292,63,5,0
A1PFCPFCGNKME3_m4,11/8/2013,16:20:11,lit1p1,3,1,5nopun,0,1,5879,51,3,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:20:12,lit1p1,4,2,3nopun,0,0,6789,50,4,0
A2HK1VAUSAFU0_m4,11/8/2013,16:20:12,lit1p1,24,1,6nopun,0,1,5106,51,8,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:20:13,lit1p1,20,2,2pun,0,0,4386,64,2,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:20:13,lit1p1,14,1,2pun,-2,1,5249,59,2,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:20:13,lit1p1,29,2,5pun,0,0,4207,52,5,0
ACFBUSLSNUGRU_m4,11/8/2013,16:20:13,lit1p1,19,1,1pun,-2,1,4855,60,1,0
A1LX3YP9PCKI72_m4,11/8/2013,16:20:13,lit1p1,7,2,3pun,0,0,4692,48,7,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:20:14,lit1p1,35,1,0pun,-2,1,5788,58,1,0
A3T53EN0F7WMRO_m4,11/8/2013,16:20:14,lit1p1,15,2,2nopun,0,0,5397,42,5,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:20:15,lit1p1,6,1,3nopun,0,1,6155,56,4,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:20:15,lit1p1,6,1,1nopun,0,1,5664,54,6,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:20:16,lit1p1,18,2,6pun,0,0,5154,50,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:20:17,lit1p1,18,1,5nopun,0,1,4566,64,6,0
A1EU25HIF6NX3E _m4,11/8/2013,16:20:17,lit1p1,11,2,4nopun,0,0,6761,57,1,0
A1Q2I7G8105MPL_m4,11/8/2013,16:20:17,lit1p1,36,2,2nopun,0,0,4911,50,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:20:17,lit1p1,5,1,6nopun,0,1,4937,54,5,0
A1PFCPFCGNKME3_m4,11/8/2013,16:20:18,lit1p1,4,2,5nopun,0,0,5336,51,4,0
AC5LU9TF9CTK9_m4,11/8/2013,16:20:18,lit1p1,7,2,2nopun,0,0,7100,48,1,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:20:18,lit1p1,30,2,5pun,0,0,4447,52,6,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:20:18,lit1p1,8,1,1pun,-2,1,13313,52,2,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:20:18,lit1p1,5,2,3nopun,0,0,5277,50,5,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:20:19,lit1p1,15,1,2pun,-2,1,5330,58,3,0
A1LX3YP9PCKI72_m4,11/8/2013,16:20:19,lit1p1,8,2,3pun,0,0,4851,48,8,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:20:19,lit1p1,36,2,0pun,0,0,4320,58,2,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:20:19,lit1p1,1,1,3nopun,0,1,13949,51,1,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:20:19,lit1p1,21,2,2pun,0,0,5438,64,3,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:20:20,lit1p1,27,2,3nopun,0,0,6746,61,5,0
A2HK1VAUSAFU0_m4,11/8/2013,16:20:20,lit1p1,25,2,4nopun,0,0,6630,51,1,0
ACFBUSLSNUGRU_m4,11/8/2013,16:20:21,lit1p1,20,1,1pun,-2,1,4739,59,2,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:20:22,lit1p1,3,2,6pun,0,0,9390,50,3,0
A3T53EN0F7WMRO_m4,11/8/2013,16:20:22,lit1p1,16,2,2nopun,0,0,4994,42,6,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:20:22,lit1p1,19,2,6pun,0,0,5001,50,3,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:20:23,lit1p1,7,2,4nopun,0,0,6699,54,1,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:20:23,lit1p1,19,1,4nopun,0,1,5026,65,1,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:20:23,lit1p1,7,1,3nopun,0,1,6264,57,5,0
A2IF15HGGVM93B_m4,11/8/2013,16:20:23,lit1p1,1,1,5nopun,0,1,18602,51,1,0
A1PFCPFCGNKME3_m4,11/8/2013,16:20:24,lit1p1,5,1,5nopun,0,1,4900,52,5,0
A1EU25HIF6NX3E _m4,11/8/2013,16:20:24,lit1p1,12,2,4nopun,0,0,4507,57,2,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:20:24,lit1p1,31,1,0nopun,0,1,5011,53,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:20:24,lit1p1,16,2,2pun,0,0,4683,58,4,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:20:25,lit1p1,22,2,2pun,0,0,4653,64,4,0
AC5LU9TF9CTK9_m4,11/8/2013,16:20:25,lit1p1,8,2,2nopun,0,0,5230,48,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:20:25,lit1p1,9,2,3pun,0,0,5475,48,9,0
A2YBZFSUD5OP7W_m4,11/8/2013,16:20:26,lit1p1,37,2,5pun,0,0,5459,58,1,0
A360ANQ5YCFO1D_m4,11/8/2013,16:20:26,lit1p1,6,1,6nopun,0,1,5761,55,6,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:20:26,lit1p1,28,1,3nopun,0,1,5300,62,6,0
A2HK1VAUSAFU0_m4,11/8/2013,16:20:26,lit1p1,26,1,4nopun,0,1,4965,52,2,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:20:27,lit1p1,6,2,3nopun,0,0,5290,50,6,0
ACFBUSLSNUGRU_m4,11/8/2013,16:20:27,lit1p1,21,1,1pun,-2,1,4436,58,3,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:20:29,lit1p1,20,2,6pun,0,0,4865,50,4,0
A1G6XJ3UGNCPVM_m4,11/8/2013,16:20:29,lit1p1,32,1,0nopun,0,1,4290,54,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:20:29,lit1p1,20,1,4nopun,0,1,4616,66,2,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:20:29,lit1p1,8,1,4nopun,0,1,4939,55,2,0
A1PFCPFCGNKME3_m4,11/8/2013,16:20:30,lit1p1,6,1,5nopun,0,1,5411,53,6,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:20:30,lit1p1,23,2,2pun,0,0,4593,64,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:20:30,lit1p1,2,1,3nopun,0,1,8066,52,2,0
