-0.5 -0.5,-0.5 0.0,-0.5 1.0,-0.5 1.5,-0.5 2.0,-1.0 1.0,-1.5 -1.0,-1.5 0.0,-1.5 1.0,-1.5 1.5,-1.5 2.0,0.0 0.5,0.0 1.0,0.0 1.5,0.0 2.0,0.5 1.0,0.5 1.5,other
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.734375
0.0153846155504,0.0153846176171,0.0158781629232,0.0158641454931,0.0158599084929,0.0153846157807,0.0153846153846,0.0153846153846,0.0153846155657,0.0153846155583,0.0153846155446,0.0153851395361,0.0189752071631,0.01884321546,0.0190694988633,0.016363884687,0.0163258398814,0.724358071114
0.015111101367,0.0151111047801,0.0161135266426,0.0160864390009,0.0160777900397,0.0151111019843,0.0151111010908,0.0151111010908,0.0151111015023,0.0151111014863,0.0151111014539,0.0151121222332,0.0229628260636,0.0226617268682,0.023210547806,0.017096406148,0.0170166617598,0.712773138683
0.014800241768,0.0148002459821,0.0163264592395,0.0162876382885,0.0162745212517,0.0148002429632,0.014800241424,0.014800241424,0.014800242139,0.0148002421131,0.0148002420541,0.0148017369466,0.0276741490426,0.0271656057625,0.0281604480242,0.0178111083178,0.0176859826643,0.699410410595
0.014447899763,0.0144479043888,0.0165120284106,0.0164632941398,0.0164458217324,0.0144479017922,0.0144478993824,0.0144478993824,0.0144479005134,0.0144479004762,0.0144479003772,0.0144498516735,0.0331921342123,0.0324406020268,0.0340369618117,0.0184942853964,0.0183201565629,0.684061657958
0.014050323125,0.014050327902,0.0166652497634,0.0166090130945,0.0165875314559,0.014050326364,0.0140503227293,0.0140503227293,0.0140503244564,0.0140503244068,0.0140503242446,0.014052719947,0.0395890244875,0.0385678762975,0.0409577294411,0.0191300677311,0.0189034858304,0.666534705994
0.0136045440623,0.013604548827,0.0167814545838,0.0167208378978,0.0166960088989,0.0136045491057,0.0136045436657,0.0136045436657,0.013604546289,0.0136045462275,0.0136045459604,0.0136073810122,0.0469168438227,0.0456169304313,0.0490322539294,0.0197007667317,0.0194185930164,0.646672561873
0.013108856306,0.0131088609606,0.0168567785185,0.016795744733,0.0167686489828,0.0131088641535,0.0131088559172,0.0131088559172,0.0131088599594,0.0131088598913,0.0131088594398,0.0131121376676,0.0551962643743,0.0536369216169,0.0583514663173,0.0201875561379,0.019847127092,0.624376482015
0.0125633259025,0.0125633303898,0.0168887444358,0.016832227527,0.0168044906991,0.0125633383175,0.012563325527,0.012563325527,0.0125633319353,0.0125633318793,0.0125633310857,0.012567068151,0.0644050310653,0.0626470162068,0.0689754385268,0.0205715364454,0.0201708462457,0.599630960133
0.0119702596552,0.0119702639406,0.0168768738249,0.0168309004984,0.0168048445912,0.0119702798775,0.0119702592962,0.0119702592962,0.0119702698555,0.0119702698663,0.0119702684051,0.0119744961087,0.0744679108762,0.0726270227761,0.0809205625454,0.0208351639866,0.0203730526506,0.572527041949
0.0113345277332,0.0113345317944,0.0168232199408,0.0167950095392,0.0167738290043,0.011334561916,0.0113345273928,0.0113345273928,0.0113345455816,0.0113345458082,0.0113345429834,0.0113393152587,0.0852507381377,0.0835100887756,0.0941483042851,0.0209639271492,0.0204402552497,0.543279002057
0.0106636293964,0.0106636332183,0.0167326891359,0.0167307179875,0.0167186783534,0.0106636895262,0.010663629076,0.010663629076,0.0106636618563,0.010663662689,0.010663656974,0.0106690577446,0.0965611707215,0.0951794994997,0.108558161686,0.0209480389163,0.0203638247744,0.512228969368
0.00996741794836,0.00996742152103,0.0166130251273,0.0166470436318,0.0166496976923,0.00996752774107,0.0099674176488,0.0099674176488,0.00996747919026,0.00996748162717,0.00996746962281,0.00997362224801,0.108157905703,0.107471304491,0.12398732748,0.0207838278801,0.0201413220709,0.479835290728
0.00925746803562,0.00925747135391,0.0164743880654,0.0165553846034,0.016579799144,0.00925767460553,0.00925746775738,0.00925746775738,0.00925758704521,0.00925759356971,0.00925756769449,0.00926464473801,0.119768269253,0.120183470831,0.140218510712,0.0204744999084,0.0197771768167,0.446643558108
0.00854616126186,0.00854616432521,0.0163285592092,0.0164686738072,0.0165236590863,0.0085465573828,0.00854616100499,0.00854616100499,0.00854639684289,0.0085464134253,0.00854635698421,0.00855458729548,0.131111747402,0.133090689184,0.15699550072,0.0200300438965,0.0192825014227,0.413243665745
